stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,location_type,parent_station
03285108,Petroni-L.King,"",41.100233,16.867335,03285108,0,
03285112,Petroni (chiesa),"",41.090400,16.865800,03285112,0,
03321003,Lucarelli- Laurentis,"",41.093133,16.862555,03321003,0,
03321102,Lucarelli- Guanella,"",41.093173,16.862015,03321102,0,
03321103,Lucarelli (Portici),"",41.093193,16.859935,03321103,0,
03364101,Mitolo,"",41.091300,16.861200,03364101,0,
03417102,"Pasteur, centro commerciale","",41.110933,16.853135,"",0,
03417106,Pasteur(Coop),"",41.110963,16.853135,03417106,0,
03471001,Salandra I,"",41.113173,16.863405,03471001,0,
03478104,S. Girolamo-Don Cesare,"",41.135922,16.822535,03478104,0,
03478106,Girolamo-Tomasicchio,"",41.136922,16.816365,03478106,0,
03484101,S.  l'Africano 207,"",41.111263,16.864515,03484101,0,
03507003,Torre Tresca III,"",41.098383,16.848225,03507003,0,
04093001,Cascia 14,"",41.067773,16.855735,04093001,0,
04093002,Cascia-Roccaporena,"",41.070203,16.855635,04093002,0,
04093101,Cascia-S.Rita,"",41.067493,16.855745,04093101,0,
04104001,SP70-Vitt. Veneto,"",41.043353,16.863415,04104001,0,
04249C00,Madonna delle Grazie,"",41.077678,16.885473,04249C00,0,
04285001,Petroni 132/H,"",41.085583,16.865225,04285001,0,
04320101,SP45-Giacobelli,"",41.041183,16.852755,04320101,0,
04367001,Nuzzi-Zaccaria,"",41.046400,16.850700,04367001,0,
04462101,Stadio S.Nicola,"",41.087113,16.839935,04462101,0,
04483001,S. Angelo-Di Venere,"",41.065600,16.866000,04483001,0,
04513004,Liuzzi-San Gaspare,"",41.066613,16.862585,04513004,0,
04513008,Liuzzi (CC),"",41.081523,16.863755,04513008,0,
04513102,Di Venere fronte,"",41.076900,16.861400,04513102,0,
04513104,Liuzzi 95,"",41.066153,16.862255,04513104,0,
04525101,Umberto 16,"",41.074433,16.869935,04525101,0,
04528101,Umberto I 75-77,"",41.064243,16.868825,04528101,0,
04528104,Umberto I 264B fronte,"",41.059223,16.869635,04528104,0,
04540002,Vaccarella 52,"",41.071173,16.863845,04540002,0,
04550001,Veneto 80,"",41.054383,16.866725,04550001,0,
04550003,Veneto (fronte 75),"",41.058543,16.867165,04550003,0,
04550103,Veneto 75,"",41.058613,16.867125,04550103,0,
05060103,Partigiani-Salapia,"",41.109013,16.894265,05060103,0,
05114101,Complanare  Est 132,"",41.095023,16.945126,05114101,0,
05121101,Coppa di Bari,"",41.082314,17.004516,05121101,0,
05216002,strada Marina  XII,"",41.095854,16.971366,05216002,0,
05216004,strada  Marina VIII,"",41.094814,16.977076,05216004,0,
05273109,Regione Puglia,"",41.107153,16.913805,05273109,0,
05297101,Japigia 230,"",41.111783,16.901795,05297101,0,
05300001,La Pira I,"",41.100693,16.900655,05300001,0,
05318002,Loiacono-Aquilino,"",41.107303,16.912275,05318002,0,
05342001,M.Grecia-Caldarola,"",41.110973,16.891235,05342001,0,
05342002,M.Grecia-Japigia,"",41.114223,16.893425,05342002,0,
05368101,M.Silvati-Resta,"",41.084824,17.002036,05368101,0,
05410001,Palasciano I,"",41.105253,16.921515,05410001,0,
05414101,Papalia(ASL),"",41.106513,16.904185,05414101,0,
05432003,Peucetia-M. Grecia,"",41.113353,16.891745,05432003,0,
05482001,f.lli Prayer-Gentile,"",41.099173,16.936966,05482001,0,
05489101,Scizze (Atlantide),"",41.090064,16.988006,05489101,0,
05489102,strada Marina I,"",41.092900,16.985600,05489102,0,
05500102,Suglia-Toscanini,"",41.103793,16.912685,05500102,0,
05508101,Peucetia (torrente),"",41.108100,16.900200,05508101,0,
05510101,Toscanini-Gentile,"",41.106153,16.913735,05510101,0,
06009101,Amendola-Upiani,"",41.112453,16.882015,06009101,0,
06009102,Amendola (Campus),"",41.110113,16.883825,06009102,0,
06009106,Agenzia Entrate,"",41.102483,16.887695,06009106,0,
06045002,Conte Giusso-Bovio,"",41.093823,16.886325,06045002,0,
06045103,Conte Giusso-Tupputi,"",41.093763,16.884305,06045103,0,
06162001,"De Gasperi, 326/b","",41.087703,16.869375,06162001,0,
06186003,Dei Mille III,"",41.114303,16.878445,06186003,0,
06211001,Repubblica I,"",41.108023,16.874225,06211001,0,
06223001,Di Vittorio I,"",41.107203,16.876335,06223001,0,
06235006,Einaudi-Tridente,"",41.102793,16.885325,06235006,0,
06249102,Fanelli (Vigna Laura),"",41.101853,16.879525,06249102,0,
06293002,Mater Dei,"",41.098583,16.886345,06293002,0,
06447103,Re David (Politecnico),"",41.108843,16.877005,06447103,0,
07090102,Sonnino-Carabellese,"",41.120373,16.878055,07090102,0,
07099C01,Camera Commercio,"",41.124743,16.872455,07099C01,0,
07222101,Crollalanza-Diaz,"",41.122673,16.878565,07222101,0,
07222103,Crollalanza-Eroi,"",41.125000,16.874000,07222103,0,
07381002,N.Sauro (INPS),"",41.120543,16.885115,07381002,0,
07492101,Sonnino-Matteotti,"",41.117800,16.886100,07492101,0,
07492102,Sonnino-Corfù,"",41.118500,16.884400,07492102,0,
08129105,Crispi (ponte),"",41.120823,16.848775,08129105,0,
08192101,Carboneria (giardino),"",41.125103,16.851285,08192101,0,
08378106,Napoli-Ligonzo,"",41.129052,16.835135,08378106,0,
08380101,Napoli-Cimarosa,"",41.136382,16.811555,08380101,0,
08441101,Q.Sella-Calefati,"",41.124043,16.864205,08441101,0,
08478004,San Girolamo-C.Nicola,"",41.137302,16.813895,08478004,0,
08504001,Fiore-Carboneria,"",41.125912,16.847755,08504001,0,
08546103,lido trampolino,"",41.135302,16.828835,08546103,0,
08561006,V.Veneto (GdF),"",41.129872,16.850575,08561006,0,
08561101,GdF fronte,"",41.128173,16.858635,08561101,0,
08561C02,P&R V.Veneto (A),"",41.128863,16.852325,08561C02,0,
09099103,Cavour-P.Petroni,"",41.119473,16.872695,09099103,0,
09295103,Fortino,"",41.129033,16.872905,09295103,0,
09435001,Piccinni-Roberto Bari,"",41.125223,16.868155,09435001,0,
10181001,Gladioli(cinofili),"",41.098162,16.771575,10181001,0,
10207002,Ortensie (Bosch),"",41.105852,16.776095,10207002,0,
10436002,Piemonte-Sicilia,"",41.118262,16.789715,10436002,0,
10465101,S.P. 54(CMP),"",41.108382,16.772815,10465101,0,
POL00007,Fermata 7,"",41.111843,16.860535,"",0,
01011102,Ancona (C.Arcobaleno),"",41.151502,16.736025,01011102,0,
01011103,Ancona-Iqbal Masih,"",41.151542,16.738585,01011103,0,
01069002,Capitaneo-Speranza,"",41.156072,16.761895,01069002,0,
01087001,Caravella-Primule,"",41.159600,16.737500,01087001,0,
01135102,Colombo-Savona,"",41.166932,16.746605,01135102,0,
01189001,Narcisi-Azalee,"",41.160182,16.739175,01189001,0,
01251C00,Aeroporto,"",41.133982,16.764585,01251C00,0,
01310002,Lealtà-Ancona,"",41.151212,16.736805,01310002,0,
01322101,Lozupone,"",41.145522,16.738725,01322101,0,
01378002,Napoli-Caladoria,"",41.165512,16.736465,01378002,0,
01378003,"Napoli, 208","",41.164972,16.739255,01378003,0,
01378101,Napoli B dir. Foggia,"",41.143672,16.799465,01378101,0,
01378104,"Napoli, 19","",41.160902,16.755705,01378104,0,
01379002,P. Harris I,"",41.167521,16.730695,01379002,0,
01384102,Nazionale (ponte) I,"",41.153132,16.773865,01384102,0,
01384106,Nazionale (IPSIA) I,"",41.152122,16.776005,01384106,0,
01455101,Vito Rosa-Castellucci,"",41.146032,16.741585,01455101,0,
02024007,Buozzi (ANAS),"",41.118032,16.841285,02024007,0,
02024101,Buozzi (ANAS),"",41.117912,16.840885,02024101,0,
02024103,Buozzi (Multicar),"",41.115702,16.835495,02024103,0,
02048102,Massa-Don Gnocchi,"",41.128282,16.785875,02048102,0,
02054101,Giaquinto-.V.Beethoven,"",41.124300,16.793600,02054101,0,
02072C00,Ospedale(S.Paolo),"",41.117962,16.780505,02072C00,0,
02123103,Corigliano-Lindemann,"",41.122482,16.817515,02123103,0,
02145C00,Dalfino (S. Paolo),"",41.124072,16.777695,02145C00,0,
02150005,De Blasio (ex Manif.),"",41.115300,16.809400,02150005,0,
02174101,De Ribera-Giaquinto,"",41.125022,16.791525,02174101,0,
02200C00,Margherite cap.,"",41.104962,16.814355,02200C00,0,
02240001,Europa(GdF),"",41.133862,16.786765,02240001,0,
02240005,Europa-Silicia,"",41.122922,16.801905,02240005,0,
02240007,Europa-Tesoro,"",41.123622,16.811655,02240007,0,
02240104,Europa(Lamasinata),"",41.124242,16.826245,02240104,0,
02240105,Europa-Tesoro,"",41.123672,16.811755,02240105,0,
02240107,Giudice di pace,"",41.122952,16.801815,02240107,0,
02408003,Mazzoni-Ciusa,"",41.126862,16.802475,02408003,0,
02516001,"Troccoli,12D","",41.125752,16.781135,02516001,0,
02564003,Zippitelli V,"",41.116152,16.822335,02564003,0,
02564103,Autotrend,"",41.108332,16.822755,02564103,0,
03075003,Capruzzi (portici),"",41.116903,16.867565,"",0,
03075004,Capruzzi-Albanese,"",41.116533,16.861945,03075004,0,
03120002,piazzetta dei Papi,"",41.103800,16.865300,03120002,0,
03285003,Petroni(Osp.Mil),"",41.096173,16.867555,03285003,0,
03285005,Petroni-M.L.King,"",41.100173,16.867355,03285005,0,
03285009,Petroni-Giov.XXIII,"",41.107423,16.867775,03285009,0,
03285101,Petroni-Capruzzi,"",41.115783,16.868705,03285101,0,
03298101,J.F. Kennedy I,"",41.100823,16.869205,03298101,0,
03298102,J.F. Kennedy III,"",41.101053,16.865345,03298102,0,
03298103,J.F. Kennedy V,"",41.101253,16.861475,03298103,0,
03393102,Flacco-Storelli,"",41.108633,16.860125,03393102,0,
03411002,Pio XII-Pansini,"",41.105523,16.859805,03411002,0,
03411101,Oncologico,"",41.105583,16.859785,03411101,0,
03411102,Pio XII-Favia,"",41.103143,16.859515,03411102,0,
03420101,Pasubio-Petroni,"",41.110513,16.867415,03420101,0,
03479101,Sassanelli I,"",41.099362,16.837865,03479101,0,
03479104,Aulisio 61,"",41.102152,16.834415,"",0,
03484001,S. l'Africano 284,"",41.111113,16.864665,03484001,0,
03507001,Torre Tresca I,"",41.089903,16.845335,03507001,0,
04162003,De Gasperi 334,"",41.085863,16.868955,04162003,0,
04209001,Monastero(scuola),"",41.068200,16.859400,04209001,0,
04219104,"Via di cillo, slargo","",41.073263,16.857075,"",0,
04232001,Donadonisi-Quaranta,"",41.076783,16.858105,04232001,0,
04285103,Petroni-Ranieri,"",41.084153,16.863515,04285103,0,
04320001,SP45-Minervini,"",41.041163,16.852675,04320001,0,
04456001,Roppo,"",41.067353,16.869405,04456001,0,
04513002,Liuzzi 111 fronte,"",41.059223,16.859515,04513002,0,
04513003,Liuzzi 62,"",41.064803,16.861305,04513003,0,
04540101,Vaccarella (ospedale),"",41.076243,16.864675,04540101,0,
04540102,Vaccarella-Marchiettli,"",41.071623,16.863585,04540102,0,
04550005,Via veneto 32,"",41.063083,16.866225,04550005,0,
05021002,Archimede-Appulo,"",41.104713,16.900915,05021002,0,
05021005,Archimede (Palaflorio),"",41.101913,16.907935,05021005,0,
05027003,Via bari,"",41.085494,16.997366,05027003,0,
05027004,Bari 2,"",41.085334,16.998436,05027004,0,
05063007,Caldarola (chiesa),"",41.108853,16.893055,05063007,0,
05063105,Caldarola (chiesa),"",41.108983,16.893135,05063105,0,
05063108,Mercato coperto,"",41.108023,16.895565,05063108,0,
05063C01,C.S.Polivalente (B),"",41.102093,16.910045,"",0,
05078102,Eurospin,"",41.107363,16.906945,05078102,0,
05078103,Carabellese-Papalia,"",41.106063,16.906115,05078103,0,
05117002,Complanare Majesty,"",41.098043,16.936636,05117002,0,
05117003,Complanare Ovest III,"",41.094103,16.946906,05117003,0,
05216005,strada Marina VI,"",41.094000,16.979100,05216005,0,
05221003,Lung. Abbrescia IV,"",41.111323,16.924335,05221003,0,
05243001,Abate Eustasio II,"",41.095323,16.955676,05243001,0,
05144102,D'Avanzo IV,"",41.104743,16.906855,05144102,0,
05216001,strada  Marina XIV,"",41.096184,16.966756,05216001,0,
05216003,strada Marina X,"",41.095400,16.972800,05216003,0,
05216006,strada Marina IV,"",41.093954,16.983476,05216006,0,
05221002,Lung. Abbrescia VI,"",41.111463,16.918865,05221002,0,
05273001,Gentile (Sacrario),"",41.110523,16.904995,05273001,0,
05282101,lung.  Giovine I,"",41.097300,16.956200,05282101,0,
05282103,lung  Giovine V,"",41.102473,16.946396,05282103,0,
05282104,lung. Giovine VII,"",41.104103,16.942616,05282104,0,
05282106,Lido Trullo,"",41.107103,16.935075,05282106,0,
05297003,Japigia (Suzuki),"",41.111803,16.901665,05297003,0,
05336001,Interesse I,"",41.093300,16.959400,05336001,0,
05349101,Masaniello-Oberdan,"",41.116823,16.886425,05349101,0,
05414004,Papalia-Marzabotto,"",41.107423,16.901845,05414004,0,
05440001,Quasimodo-Alpini,"",41.106063,16.919295,05440001,0,
05440101,Quasimodo-Alpini,"",41.106053,16.919245,05440101,0,
05477101,"Strada s. giorgio, civ. 46","",41.095763,16.961986,"",0,
05477102,S. Giorgio-Bari,"",41.093383,16.961706,05477102,0,
05500002,Suglia(parco),"",41.103000,16.916100,05500002,0,
05500003,Suglia-Toscanini,"",41.103673,16.912905,05500003,0,
05508001,Peucetia (torrente),"",41.108033,16.900185,05508001,0,
05510001,Toscanini-Caldarola,"",41.102913,16.911565,05510001,0,
06009003,Amendola(Ospedale),"",41.099773,16.889055,06009003,0,
06009105,Amendola-Eiunaudi,"",41.103700,16.887100,06009105,0,
06045101,Conte Giusso-Fanelli,"",41.093903,16.889345,06045101,0,
06061102,Caduti  Lavoro VI,"",41.089313,16.897385,06061102,0,
06162002,"De Gasperi, 320/B","",41.089933,16.869785,"",0,
06162009,"De Gasperi, 270","",41.103783,16.871695,06162009,0,
06162101,De Gasperi (Carcere),"",41.105933,16.871645,06162101,0,
06162106,De Gasperi-La Sorsa,"",41.096693,16.870875,06162106,0,
06195002,Resistenza(parco),"",41.102883,16.875825,06195002,0,
06211102,Repubblica-Volta,"",41.112283,16.873555,06211102,0,
06211104,Repubblica-Armenise,"",41.108443,16.873975,06211104,0,
06223101,Di Vittorio II,"",41.107433,16.876685,06223101,0,
06235105,Einaudi-Resistenza,"",41.100593,16.872365,06235105,0,
06249103,Fanelli-str. Barone,"",41.100233,16.880035,06249103,0,
06249104,Fanelli (C.Vitrani),"",41.097100,16.882000,06249104,0,
06405001,S. Marcello,"",41.107513,16.878375,06405001,0,
06473101,Salvemini-Omodeo,"",41.106663,16.881135,06473101,0,
06505C00,Torre di Mizzo,"",41.091600,16.899100,06505C00,0,
06519001,Tupputi-Giusso,"",41.093653,16.890225,06519001,0,
07075001,Capruzzi-Lattanzio,"",41.117473,16.876785,07075001,0,
07222001,Crollalanza-Bruno,"",41.123733,16.876385,07222001,0,
07324101,L. di Savoia,"",41.119643,16.873925,07324101,0,
07381101,Forestale fronte,"",41.119593,16.888265,07381101,0,
07492103,Sonnino-Addis Abeba,"",41.119500,16.881700,07492103,0,
07511101,Pane&Pomodoro,"",41.117500,16.892400,07511101,0,
08156001,De Cristoforis-Crispi,"",41.124033,16.856255,08156001,0,
08278006,Napoli-Di Maratona,"",41.127862,16.838845,08278006,0,
08333101,M. D'Otranto-Italia,"",41.118463,16.855395,08333101,0,
08378006,Napoli (Caserma),"",41.127882,16.838765,08378006,0,
08378108,Napoli-Corrado,"",41.132682,16.823475,08378108,0,
08446001,Portoghese I,"",41.130532,16.839265,08446001,0,
08446101,Portoghese II,"",41.130582,16.839155,08446101,0,
08561004,Anagrafe,"",41.128563,16.863285,08561004,0,
08561102,V.Veneto-Brigata,"",41.128693,16.852695,08561102,0,
09099104,Cavour-Putignani,"",41.123813,16.872235,09099104,0,
09357001,Melo-Caduti via Fani,"",41.119263,16.871785,09357001,0,
09369101,Bari Centrale(D),"",41.118683,16.869465,09369101,0,
09369C01,Bari Centrale(A),"",41.118463,16.869755,09369C01,0,
10183002,Gerani (Mondo Conv.),"",41.110082,16.781495,10183002,0,
10205006,Magnolie (poste),"",41.109662,16.769545,10205006,0,
10205101,Magnolie (MCTC),"",41.110100,16.771700,10205101,0,
10207003,Ortensie (Pimespo),"",41.107572,16.774745,10207003,0,
10208101,Orchidee,"",41.101300,16.784900,10208101,0,
99090987,Cecilia Metro,"",41.117242,16.786875,99090987,0,
POL00004,Fermata 4,"",41.110523,16.860935,"",0,
POL00006,Fermata 6,"",41.111463,16.861615,"",0,
POL00013,Fermata 13,"",41.110573,16.857235,"",0,
01011101,Ancona-Green,"",41.151662,16.738595,01011101,0,
01096002,"str. Catino, 22","",41.158932,16.740265,01096002,0,
01096101,st. Catino-Azalee,"",41.158900,16.740300,01096101,0,
01096102,str.Catino (Stadio),"",41.153062,16.734415,01096102,0,
01143002,D'Annunzio (Aereoporto),"",41.140212,16.778635,01143002,0,
01353001,via iqbal masih scuola,"",41.149432,16.738875,"",0,
01378004,"Napoli, 178/D","",41.164252,16.742675,01378004,0,
01378007,"Napoli, 14","",41.161682,16.752655,01378007,0,
01378011,Napoli B dir. Bari,"",41.142922,16.799305,01378011,0,
01378016,Napoli A dir. Bari,"",41.140072,16.803345,01378016,0,
01379001,P. Harris I,"",41.167501,16.730675,01379001,0,
01384101,Nazionale (IPSIA) I,"",41.152132,16.775965,01384101,0,
01387101,N. Green IV,"",41.156862,16.741575,01387101,0,
01388101,Nisio-Mitolo,"",41.152782,16.770285,01388101,0,
01529001,Umberto I-Livorno,"",41.162952,16.751445,01529001,0,
02024005,Buozzi-Glomerelli,"",41.115672,16.835505,02024005,0,
02024107,Buozzi (Garofalo),"",41.106252,16.819855,02024107,0,
02030101,Barisano-Cozzoli,"",41.125622,16.795825,02030101,0,
02065001,Candura-Mazzoni,"",41.127732,16.803465,02065001,0,
02103101,Ciusa-Ricchioni,"",41.128272,16.802005,02103101,0,
02150001,De Blasio ( Radaelli),"",41.111292,16.791855,02150001,0,
02150101,De Blasio (CNR),"",41.116100,16.820900,02150101,0,
02150102,Vitalvernici,"",41.116282,16.812735,02150102,0,
02150106,Puglia Espansi,"",41.112702,16.796895,02150106,0,
02206102,Mimose (Amenduni),"",41.103622,16.789415,02206102,0,
02210003,Regioni-Europa,"",41.123100,16.798900,02210003,0,
02240102,Europa-Ascianghi,"",41.122662,16.834585,02240102,0,
02240106,Europa(ex Pirelli),"",41.123262,16.804275,02240106,0,
02240108,Europa-Mazzoni,"",41.125052,16.798475,02240108,0,
02315002,Fuzio (AMIU),"",41.119482,16.815355,02315002,0,
02345001,Pagano-Crispi,"",41.120873,16.849885,02345001,0,
02360001,Miglionico-Regioni,"",41.123442,16.796945,02360001,0,
02360002,Miglionico-Barisano,"",41.125372,16.796875,02360002,0,
02516108,"Troccoli, 14A","",41.127222,16.780665,02516108,0,
03075102,Capruzzi-Ennio,"",41.116713,16.864175,03075102,0,
03094003,S. Caterina -SS.16,"",41.093722,16.827325,03094003,0,
03124103,Cotugno-Mazzitelli,"",41.107713,16.853395,03124103,0,
03168001,De Laurentis-Lucarelli,"",41.093493,16.864255,03168001,0,
03168104,"De Laurentis, 19/21","",41.095003,16.864205,03168104,0,
03227001,Dioguardi (tribunale),"",41.096383,16.862195,03227001,0,
03279001,Giov.XXIII-Lioce,"",41.107093,16.864015,03279001,0,
03285111,Petroni-Pende,"",41.093983,16.866635,03285111,0,
03314001,Lembo-Petroni,"",41.113323,16.868135,03314001,0,
03321001,Lucarelli-Rosalba,"",41.093493,16.854795,03321001,0,
03393001,Flacco-De Ferraris,"",41.108293,16.860115,03393001,0,
03436003,Piemonte I,"",41.117572,16.792995,03436003,0,
03471002,Salandra II,"",41.115123,16.864245,03471002,0,
03507002,Torre Tresca II,"",41.095763,16.847875,03507002,0,
04022C00,Autostr.BA-TA,"",41.068300,16.830200,04022C00,0,
04038001,compl.EST-Bitritto,"",41.076372,16.831805,04038001,0,
04132C00,Crispi (Loseto),"",41.042600,16.847700,04132C00,0,
04157101,De Curtis-De Filippo,"",41.076233,16.856415,04157101,0,
04162001,De Gasperi 368,"",41.081393,16.869275,04162001,0,
04171001,De Marinis 9,"",41.074673,16.870245,04171001,0,
04171003,De Marinis 153,"",41.079143,16.870155,04171003,0,
04285002,Petroni (clinica),"",41.087493,16.865385,04285002,0,
04343101,Manzari 7,"",41.065523,16.874425,04343101,0,
04451101,Roccaporana-Scoglio,"",41.069113,16.858155,04451101,0,
04483101,S. Angelo-Settembrini,"",41.065713,16.865915,04483101,0,
04513006,Liuzzi-Di Cillo,"",41.072443,16.861675,04513006,0,
04513101,Liuzzi-Livatino,"",41.081003,16.863425,"",0,
04513106,Liuzzi (enel),"",41.051083,16.855215,04513106,0,
04513109,Liuzzi 135,"",41.078733,16.862225,04513109,0,
04525001,Umberto 77,"",41.073523,16.870945,04525001,0,
04528003,Umberto I 250A,"",41.061073,16.869385,04528003,0,
04528102,Umberto I 183,"",41.062800,16.869000,04528102,0,
04528103,Umberto I 261,"",41.061163,16.869325,04528103,0,
04540001,De Candia(INPS),"",41.067903,16.865655,04540001,0,
04558001,Veneto 176,"",41.068553,16.870145,04558001,0,
04559101,Vittorio Emanuele 41,"",41.064100,16.865700,04559101,0,
05018102,Appulo-La Pira,"",41.102783,16.899395,05018102,0,
05021001,Archimede-Caldarola,"",41.105400,16.899300,05021001,0,
05021101,Palaflorio fronte,"",41.102003,16.907775,05021101,0,
05021103,via Archimede 21,"",41.103623,16.903375,05021103,0,
05027104,Bari 35/F,"",41.086354,16.992246,05027104,0,
05060101,Assi Casa,"",41.107093,16.898835,05060101,0,
05060102,Partigiani-Protospata,"",41.108513,16.895445,05060102,0,
05063101,C.S Polivalente (C),"",41.102333,16.909935,05063101,0,
05063C00,C.S. Polivalente (A),"",41.102313,16.909985,05063C00,0,
05078001,Carabellese-Papalia,"",41.105983,16.906105,05078001,0,
05111101,Colonna- Rosa Azzurra,"",41.088064,16.989656,05111101,0,
05114103,"Complanare est ss 16, ang. str. s. anna","",41.098533,16.936826,"",0,
05114106,Complanare Est 44-46,"",41.082024,17.020486,05114106,0,
05252002,Fenicia-Bari,"",41.084384,17.000446,05252002,0,
05273005,Gentile-de Felice,"",41.105683,16.917435,05273005,0,
05273102,Gentile-Cannone,"",41.104383,16.920935,05273102,0,
05273103,Gentile-Quasimodo,"",41.105963,16.916855,05273103,0,
05273107,Gentile (Sacrario),"",41.110643,16.904735,05273107,0,
05297001,Japigia 131,"",41.113953,16.896115,05297001,0,
05300101,La Pira II,"",41.100533,16.901135,05300101,0,
05399101,Bari Marconi FS,"",41.117143,16.887005,05399101,0,
05432005,Peucetia-Salapia,"",41.111443,16.896145,05432005,0,
05432101,"Peucetia , A6 fronte","",41.110083,16.898485,05432101,0,
05440002,Quasimodo (chiesa),"",41.106413,16.920685,05440002,0,
05449001,Resta,"",41.086584,17.003476,05449001,0,
05450002,Rocca-Archimede,"",41.102393,16.905305,05450002,0,
05474101,Salapia-Peucetia,"",41.111163,16.895425,05474101,0,
05500001,Suglia-Toscanini,"",41.103633,16.913005,05500001,0,
05500004,Suglia(parco),"",41.103083,16.916115,05500004,0,
05500101,Suglia-Toscanini,"",41.103773,16.912745,05500101,0,
05510003,Toscanini-Gentile,"",41.106493,16.914005,05510003,0,
05547101,Vitale,"",41.102643,16.937536,05547101,0,
06009104,Amendola-Petrera,"",41.106000,16.886000,06009104,0,
06010001,Caduri del Lavoro I,"",41.088123,16.894665,06010001,0,
06162107,"De Gasperi, 421","",41.094600,16.870600,06162107,0,
06235004,Einaudi-Fanelli,"",41.101533,16.880475,06235004,0,
06249002,Fanelli 224,"",41.088063,16.884425,06249002,0,
06499001,Sturzo-De Gasperi,"",41.106973,16.872545,06499001,0,
06531001,d' Italia-Ciaia,"",41.114603,16.873415,06531001,0,
07023101,Ballestrero I,"",41.115703,16.895835,07023101,0,
07165001,De Giosa,"",41.121103,16.873825,07165001,0,
08003002,Adriatico-Starita,"",41.137472,16.840695,08003002,0,
08039001,Brigata Regina-Lopez,"",41.126293,16.851645,08039001,0,
08126103,Crisanzio-Trevisani,"",41.119373,16.861015,08126103,0,
08129005,Crispi-Garibaldi,"",41.125253,16.860525,08129005,0,
08129101,Crispi-Trevisani,"",41.125063,16.859985,08129101,0,
08192002,Carboneria-Regina,"",41.125083,16.851315,08192002,0,
08276002,Pinto(Fiera),"",41.137722,16.838015,08276002,0,
08276102,Fiera fronte,"",41.137742,16.838185,08276102,0,
08278007,Napoli (Genio),"",41.127552,16.842865,08278007,0,
08378004,Napoli (casa riposo),"",41.129722,16.832765,08378004,0,
08378105,Napoli-Di Maratona,"",41.127982,16.838605,08378105,0,
08454102,Romito-Perosi,"",41.137962,16.810715,08454102,0,
08478001,S. Girolamo-Fallacara,"",41.136792,16.816895,08478001,0,
08493101,Starita (CTO),"",41.134922,16.844275,08493101,0,
08546004,V. Westerhout(Pineta),"",41.134952,16.831255,08546004,0,
08555101,Verdi(S.Francesco),"",41.135600,16.834000,08555101,0,
08561003,Ist. d'Arte,"",41.128093,16.857435,08561003,0,
08561103,AQP fronte,"",41.133600,16.844600,08561103,0,
09015001,Ateneo,"",41.121113,16.869005,09015001,0,
09099101,Cavour-Piccinni,"",41.125033,16.872105,09099101,0,
09099102,Cavour-Beatillo,"",41.121100,16.872500,09099102,0,
09217002,Porto fronte,"",41.132393,16.868795,09217002,0,
09289C01,Varco Dogana,"",41.133400,16.869300,09289C01,0,
09556101,V.Emanuele (giardino),"",41.126143,16.870875,09556101,0,
POL00003,Fermata 3,"",41.110273,16.859625,"",0,
01069001,Capitaneo-Ranieri,"",41.154432,16.761275,01069001,0,
01069102,Capitaneo-Speranza,"",41.156192,16.761885,01069102,0,
01087003,Caravella-Azalee,"",41.159072,16.737525,01087003,0,
01096001,str. Catino(Cimitero),"",41.155842,16.735715,01096001,0,
01142002,Duca D'Aosta-Capitano,"",41.155442,16.768705,01142002,0,
01143102,D'Annunzio (Aeroporto),"",41.140752,16.778615,01143102,0,
01250101,Felicità (Mercato),"",41.146900,16.737700,01250101,0,
01310101,Vito Rosa (materna),"",41.145242,16.737735,01310101,0,
01353102,via Iqbal Masih,"",41.151042,16.739145,01353102,0,
01378001,"Napoli, 234/E","",41.166122,16.733645,01378001,0,
01378102,Napoli C dir. Foggia,"",41.146462,16.792285,01378102,0,
01378103,"Napoli, 11","",41.160212,16.758225,01378103,0,
01378108,Napoli-Malta,"",41.164272,16.742775,01378108,0,
01384001,Nazionale (ASL),"",41.158092,16.763695,01384001,0,
01384007,Nazionale (IPSIA) II,"",41.151800,16.776600,01384007,0,
01387102,N. Green II,"",41.155022,16.740525,01387102,0,
01562102,V.Veneto-Palasciano,"",41.154542,16.765195,01562102,0,
02048003,Massa(Parco Verde),"",41.128600,16.787300,02048003,0,
02048104,Massa-Troccoli,"",41.126902,16.783335,02048104,0,
02057002,Cacudi(I.Scolastico),"",41.129100,16.794200,02057002,0,
02057103,Cacudi-Castelluccio,"",41.127100,16.789300,02057103,0,
02150103,De Blasio-Milella,"",41.115232,16.809065,02150103,0,
02200003,Murari (SS.96),"",41.104312,16.810675,02200003,0,
02240009,Europa-Torre dei cani,"",41.124192,16.829325,02240009,0,
02287101,"Jacobini, amtab","",41.115392,16.804505,"",0,
02361101,......................,"",41.116672,16.803345,"",0,
02453001,Romita-Sicilia,"",41.120672,16.798195,02453001,0,
02458001,Rotondo-Cardinale,"",41.124742,16.779365,02458001,0,
02516003,"Troccoli, 6F","",41.126432,16.783155,02516003,0,
03120003,Mercato S.Scolatica,"",41.106763,16.865195,03120003,0,
03120102,"C. Vaticano II, 75","",41.102203,16.864765,03120102,0,
03168102,Laurentis-st. caffè,"",41.098683,16.864495,03168102,0,
03237102,Ennio (chiesa),"",41.113593,16.861635,03237102,0,
03279002,Giov.XXIII-Petroni,"",41.107063,16.868215,03279002,0,
