Entity,Code,Year,Oil (% equivalent primary energy),Coal (% equivalent primary energy),Solar (% equivalent primary energy),Nuclear (% equivalent primary energy),Hydro (% equivalent primary energy),Wind (% equivalent primary energy),Gas (% equivalent primary energy),Other renewables (% equivalent primary energy)
Africa,,1965,47.700943,45.21756,,0,5.7474947,0,1.3340045,
Africa,,1966,49.321323,43.132324,,0,6.122062,0,1.4242855,
Africa,,1967,48.639896,43.640987,,0,6.325731,0,1.3933852,
Africa,,1968,48.68636,42.97122,,0,7.005293,0,1.3371202,
Africa,,1969,48.322144,42.200966,,0,7.9560876,0,1.5207998,
Africa,,1970,48.642685,40.45483,,0,9.16206,0,1.7404299,
Africa,,1971,49.72192,40.214314,0,0,8.076341,0,1.9324574,0.05496704
Africa,,1972,50.676758,38.127277,0,0,8.695498,0,2.4482,0.052268587
Africa,,1973,50.36769,37.46613,0,0,8.492557,0,3.6239054,0.049722195
Africa,,1974,49.633263,37.207153,0,0,9.219236,0,3.8915093,0.048832215
Africa,,1975,49.159466,37.18092,0,0,9.193146,0,4.421216,0.045256946
Africa,,1976,49.482086,36.477573,0,0,9.3716345,0,4.62393,0.0447792
Africa,,1977,49.95758,35.33552,0,0,9.759941,0,4.903597,0.043357596
Africa,,1978,50.67284,33.068695,0,0,9.476601,0,6.738783,0.04308062
Africa,,1979,48.9723,32.22183,0,0,9.31017,0,9.454936,0.04075843
Africa,,1980,48.322212,32.139786,0,0,8.446964,0,11.051968,0.039071396
Africa,,1981,46.586044,33.511284,0,0,7.8228226,0,12.043169,0.036679093
Africa,,1982,45.750122,34.671352,0,0,7.3409333,0,12.200343,0.03725174
Africa,,1983,46.29251,34.231377,0,0,6.421346,0,13.01953,0.03523737
Africa,,1984,45.705544,35.516773,0,0.5184954,6.124618,0,12.099795,0.034775518
Africa,,1985,45.05474,35.215813,0,0.67470336,6.5416107,0,12.474719,0.038416207
Africa,,1986,43.256733,35.23904,0,1.0929618,6.6174736,0,13.707449,0.086336285
Africa,,1987,44.1872,35.12353,0,0.7420143,6.1510053,0,13.712581,0.08366761
Africa,,1988,43.02041,35.2538,0,1.1791669,6.2762327,0,14.195786,0.074603975
Africa,,1989,44.41037,33.01838,0,1.2444243,6.575383,0,14.678153,0.0732987
Africa,,1990,43.696102,33.57057,0,0.9169948,6.4756594,0,15.247906,0.09276852
Africa,,1991,43.979984,32.68763,0,0.9933924,6.8665357,0,15.377251,0.09520826
Africa,,1992,44.159657,32.40059,0,0.99427265,6.454692,0,15.893002,0.09779276
Africa,,1993,44.438408,32.826324,0,0.775218,6.311711,0.00022280523,15.539024,0.10908749
Africa,,1994,44.455196,32.542233,0,1.0010779,6.1963334,0.00058110914,15.710972,0.0936091
Africa,,1995,44.255447,32.226845,0,1.1202629,6.174329,0.0006511559,16.113697,0.10877361
Africa,,1996,44.08806,31.865004,0,1.1384015,6.2783985,0.00071550993,16.497334,0.13208644
Africa,,1997,44.48647,32.022995,0,1.1982857,6.3046694,0.0007104949,15.843405,0.14347029
Africa,,1998,44.838734,30.814356,0,1.2691251,6.4815254,0.0007389949,16.420607,0.1749191
Africa,,1999,45.11638,30.810217,0,1.161755,6.6663065,0.0018670735,16.075344,0.1681287
Africa,,2000,44.275978,30.0412,0.0011007969,1.1507398,6.936677,0.01617664,17.357145,0.22098564
Africa,,2001,43.158245,29.399258,0.001324146,0.91029567,7.1568594,0.036778532,19.118074,0.21916859
Africa,,2002,43.827946,27.687063,0.0014531702,0.9951471,7.35356,0.03836359,19.870146,0.21178491
Africa,,2003,43.094696,28.744072,0.0016437006,0.99597454,6.7681456,0.04389952,20.108776,0.22748706
Africa,,2004,41.87101,29.536787,0.0018682962,0.9753788,6.633235,0.058429442,20.666647,0.23984057
Africa,,2005,43.563053,27.351894,0.002214702,0.8167894,6.696118,0.058821063,21.263535,0.24117753
Africa,,2006,43.19595,27.204552,0.0027837367,0.7065146,6.759675,0.062608436,21.767887,0.2981654
Africa,,2007,43.155983,26.65954,0.0035508324,0.76391906,6.696656,0.0714853,22.39147,0.23771596
Africa,,2008,42.809715,27.698978,0.004789645,0.822613,6.39227,0.086475015,21.938246,0.2326031
Africa,,2009,43.54648,27.153439,0.006178744,0.79240066,6.419966,0.10247785,21.724113,0.2470882
Africa,,2010,44.034832,26.087454,0.013429861,0.8068799,6.694661,0.14201224,21.964212,0.2517897
Africa,,2011,42.962975,25.484505,0.03689415,0.75865144,6.7864485,0.14623758,23.557068,0.25601882
Africa,,2012,43.796906,23.93275,0.05823969,0.7300647,6.525726,0.14759299,24.537945,0.2577868
Africa,,2013,44.154896,23.522745,0.044672735,0.7678443,6.6739335,0.20384131,24.346651,0.27316695
Africa,,2014,43.417095,23.980133,0.10449535,0.72639745,6.809334,0.27768502,24.355165,0.31817818
Africa,,2015,43.52102,22.145742,0.1736639,0.62580705,6.4173684,0.47488478,26.228832,0.39853695
Africa,,2016,42.633194,22.875141,0.2779333,0.74432033,6.06169,0.57693774,26.427197,0.3912592
Africa,,2017,42.013634,22.296001,0.3892137,0.6819286,6.3259087,0.6237429,27.256866,0.40087724
Africa,,2018,41.502697,21.392021,0.48900396,0.54049313,6.5469427,0.7183791,28.377169,0.4153179
Africa,,2019,40.730453,22.171219,0.6120093,0.61924165,6.617261,0.91754866,27.904596,0.41248176
Africa,,2020,38.334908,22.072039,0.8039458,0.6701311,7.327819,1.0664787,29.278873,0.42602536
Africa,,2021,39.314243,21.042942,0.77807826,0.47127026,7.227977,1.1503035,29.596567,0.39951754
Africa (BP),,1965,47.70094,45.21756,,0,5.7474957,0,1.3340045,
Africa (BP),,1966,49.32133,43.132324,,0,6.122062,0,1.4242857,
Africa (BP),,1967,48.639896,43.640987,,0,6.325731,0,1.3933852,
Africa (BP),,1968,48.686363,42.971226,,0,7.005293,0,1.3371203,
Africa (BP),,1969,48.322144,42.200966,,0,7.9560876,0,1.5207998,
Africa (BP),,1970,48.642685,40.45483,,0,9.162059,0,1.7404298,
Africa (BP),,1971,49.72192,40.214314,0,0,8.076341,0,1.9324577,0.05496704
Africa (BP),,1972,50.676758,38.127277,0,0,8.695498,0,2.4482,0.052268587
Africa (BP),,1973,50.367695,37.466125,0,0,8.492558,0,3.6239054,0.049722195
Africa (BP),,1974,49.633263,37.207157,0,0,9.219236,0,3.8915093,0.048832215
Africa (BP),,1975,49.159466,37.18092,0,0,9.193146,0,4.421216,0.045256946
Africa (BP),,1976,49.48208,36.477573,0,0,9.371634,0,4.62393,0.044779196
Africa (BP),,1977,49.95758,35.33552,0,0,9.759941,0,4.903597,0.043357596
Africa (BP),,1978,50.67284,33.06869,0,0,9.476601,0,6.738783,0.04308062
Africa (BP),,1979,48.972305,32.22183,0,0,9.310171,0,9.454937,0.040758435
Africa (BP),,1980,48.322212,32.139786,0,0,8.446964,0,11.051967,0.039071392
Africa (BP),,1981,46.586044,33.511284,0,0,7.8228226,0,12.04317,0.036679093
Africa (BP),,1982,45.75012,34.671352,0,0,7.3409333,0,12.200343,0.03725174
Africa (BP),,1983,46.29251,34.231377,0,0,6.421346,0,13.01953,0.03523737
Africa (BP),,1984,45.705544,35.516773,0,0.5184954,6.124618,0,12.099795,0.034775518
Africa (BP),,1985,45.05474,35.215813,0,0.67470336,6.5416107,0,12.474719,0.038416207
Africa (BP),,1986,43.25674,35.239044,0,1.092962,6.6174746,0,13.70745,0.0863363
Africa (BP),,1987,44.1872,35.12353,0,0.7420143,6.1510053,0,13.712581,0.08366761
Africa (BP),,1988,43.02041,35.2538,0,1.1791669,6.276232,0,14.195786,0.074603975
Africa (BP),,1989,44.410362,33.018375,0,1.2444242,6.5753827,0,14.678152,0.07329869
Africa (BP),,1990,43.696102,33.57057,0,0.9169948,6.4756594,0,15.247906,0.09276852
Africa (BP),,1991,43.97999,32.68763,0,0.9933925,6.866536,0,15.377252,0.09520827
Africa (BP),,1992,44.159653,32.40059,0,0.99427253,6.4546914,0,15.893001,0.097792745
Africa (BP),,1993,44.438408,32.82632,0,0.775218,6.311711,0.00022280523,15.539026,0.10908749
Africa (BP),,1994,44.455196,32.542233,0,1.0010779,6.1963334,0.00058110914,15.710972,0.0936091
Africa (BP),,1995,44.255444,32.22684,0,1.1202627,6.174329,0.00065115583,16.113695,0.1087736
Africa (BP),,1996,44.08806,31.865004,0,1.1384015,6.2783985,0.00071550993,16.497334,0.13208644
Africa (BP),,1997,44.486465,32.02299,0,1.1982856,6.3046694,0.0007104949,15.843403,0.14347027
Africa (BP),,1998,44.838734,30.814356,0,1.2691251,6.4815254,0.0007389949,16.420607,0.1749191
Africa (BP),,1999,45.116383,30.810219,0,1.161755,6.6663065,0.0018673571,16.075342,0.1681287
Africa (BP),,2000,44.275978,30.0412,0.0011006584,1.1507398,6.936677,0.016176648,17.357145,0.22098564
Africa (BP),,2001,43.15824,29.399256,0.0013239534,0.91029555,7.1568594,0.036778532,19.118074,0.21916859
Africa (BP),,2002,43.82794,27.687061,0.0014529313,0.99514705,7.353559,0.0383636,19.870142,0.21178491
Africa (BP),,2003,43.0947,28.744072,0.0016441405,0.99597454,6.768146,0.04389985,20.108778,0.22748709
Africa (BP),,2004,41.871006,29.536789,0.0018683693,0.9753787,6.633234,0.05842944,20.666645,0.2398406
Africa (BP),,2005,43.563053,27.351894,0.002214768,0.8167894,6.696118,0.058821063,21.263535,0.24117753
Africa (BP),,2006,43.19595,27.204552,0.0027840806,0.7065146,6.759675,0.062608436,21.767887,0.2981654
Africa (BP),,2007,43.155987,26.65954,0.003550922,0.76391906,6.696656,0.0714853,22.391466,0.23771596
Africa (BP),,2008,42.809715,27.698977,0.004789489,0.822613,6.39227,0.086475015,21.938244,0.2326031
Africa (BP),,2009,43.54648,27.153439,0.006178827,0.79240066,6.419967,0.10247783,21.724115,0.2470882
Africa (BP),,2010,44.03483,26.087454,0.013430021,0.8068799,6.694661,0.14201224,21.964212,0.2517897
Africa (BP),,2011,42.962975,25.484509,0.03689417,0.75865144,6.7864485,0.14623758,23.557066,0.25601882
Africa (BP),,2012,43.796913,23.932753,0.0582397,0.7300648,6.5257273,0.14759299,24.537945,0.25778684
Africa (BP),,2013,44.154896,23.522745,0.04467274,0.7678443,6.6739335,0.20384131,24.346651,0.27316695
Africa (BP),,2014,43.4171,23.980133,0.10449534,0.72639745,6.8093343,0.27768505,24.355165,0.31817818
Africa (BP),,2015,43.52102,22.145742,0.17366369,0.62580705,6.4173684,0.47488478,26.228832,0.39853695
Africa (BP),,2016,42.633198,22.875143,0.27793333,0.74432045,6.0616903,0.57693774,26.4272,0.39125928
Africa (BP),,2017,42.013634,22.296001,0.3892137,0.6819286,6.3259087,0.6237429,27.256866,0.40087724
Africa (BP),,2018,41.502697,21.392021,0.4890039,0.54049313,6.546942,0.7183793,28.377169,0.4153179
Africa (BP),,2019,40.730453,22.171219,0.6120092,0.61924165,6.617261,0.91754866,27.904596,0.41248176
Africa (BP),,2020,38.334908,22.072039,0.8039458,0.6701311,7.327819,1.0664787,29.278873,0.42602536
Africa (BP),,2021,39.314243,21.042942,0.77807826,0.47127026,7.227977,1.1503036,29.596563,0.39951754
Algeria,DZA,1965,62.03628,3.2783453,0,0,4.7630677,0,29.922304,0
Algeria,DZA,1966,67.95504,2.650932,0,0,3.518747,0,25.875282,0
Algeria,DZA,1967,67.057594,2.14094,0,0,4.2919536,0,26.509514,0
Algeria,DZA,1968,66.460075,2.1079264,0,0,5.4861946,0,25.945803,0
Algeria,DZA,1969,63.52548,2.4273095,0,0,3.1827636,0,30.864452,0
Algeria,DZA,1970,66.23615,2.6260033,0,0,4.6656837,0,26.47216,0
Algeria,DZA,1971,69.06137,0.67322135,0,0,2.4559188,0,27.809486,0
Algeria,DZA,1972,67.464424,0.52096575,0,0,3.2783434,0,28.736267,0
Algeria,DZA,1973,61.783897,0.50232226,0,0,4.175826,0,33.537952,0
Algeria,DZA,1974,62.03446,0.37510437,0,0,2.494738,0,35.095695,0
Algeria,DZA,1975,57.738884,0.3966481,0,0,1.3782818,0,40.486183,0
Algeria,DZA,1976,56.901985,0.66576844,0,0,1.4010223,0,41.031223,0
Algeria,DZA,1977,58.535606,0.7863979,0,0,0.88172823,0,39.79627,0
Algeria,DZA,1978,48.171524,0.31803575,0,0,0.6521151,0,50.85833,0
Algeria,DZA,1979,43.973698,0.5637261,0,0,0.5792936,0,54.88329,0
Algeria,DZA,1980,37.372322,0.42018044,0,0,0.4290016,0,61.778492,0
Algeria,DZA,1981,33.14482,0.24320799,0,0,0.5029403,0,66.10903,0
Algeria,DZA,1982,30.459383,3.9139762,0,0,0.57087004,0,65.05577,0
Algeria,DZA,1983,31.329472,3.1975706,0,0,0.25644946,0,65.216515,0
Algeria,DZA,1984,36.127357,3.6919758,0,0,0.51367354,0,59.666996,0
Algeria,DZA,1985,36.81093,3.8220325,0,0,0.72826535,0,58.638775,0
Algeria,DZA,1986,35.324177,3.7091532,0,0,0.26640448,0,60.70026,0
Algeria,DZA,1987,34.751614,4.3148375,0,0,0.5174273,0,60.416126,0
Algeria,DZA,1988,32.4707,3.788809,0,0,0.17717436,0,63.563324,0
Algeria,DZA,1989,34.98747,3.292452,0,0,0.22495823,0,61.495132,0
Algeria,DZA,1990,35.49871,2.4332728,0,0,0.1267387,0,61.941277,0
Algeria,DZA,1991,35.44682,2.5339713,0,0,0.277607,0,61.741596,0
Algeria,DZA,1992,34.754314,2.9344943,0,0,0.18375747,0,62.127434,0
Algeria,DZA,1993,37.16669,2.5680096,0,0,0.35028014,0,59.915016,0
Algeria,DZA,1994,35.125366,2.3882399,0,0,0.16257899,0,62.323814,0
Algeria,DZA,1995,32.93757,2.3026407,0,0,0.1822476,0,64.57755,0
Algeria,DZA,1996,31.756767,1.095737,0,0,0.1288034,0,67.018684,0
Algeria,DZA,1997,32.781677,1.9991153,0,0,0.0744559,0,65.14476,0
Algeria,DZA,1998,32.644424,2.066892,0,0,0.20617962,0,65.08251,0
Algeria,DZA,1999,31.755777,2.1920557,0,0,0.19274342,0,65.85943,0
Algeria,DZA,2000,34.383724,1.8805242,0,0,0.053235482,0,63.68252,0
Algeria,DZA,2001,34.353565,2.095408,0,0,0.065218486,0,63.485806,0
Algeria,DZA,2002,36.774975,2.655082,0,0,0.05167677,0,60.518272,0
Algeria,DZA,2003,36.558636,2.0918128,0,0,0.228104,0,61.121452,0
Algeria,DZA,2004,36.808174,2.403952,0,0,0.2067869,0,60.58108,0
Algeria,DZA,2005,36.64314,1.8860925,0,0,0.43411878,0,61.036648,0
Algeria,DZA,2006,36.877197,2.7049363,0,0,0.16327195,0,60.254593,0
Algeria,DZA,2007,39.132736,2.2029614,0,0,0.15990457,0,58.50439,0
Algeria,DZA,2008,40.116425,2.078566,0,0,0.1877543,0,57.617252,0
Algeria,DZA,2009,40.1316,1.2592319,0,0,0.21278548,0,58.39638,0
Algeria,DZA,2010,41.369934,0.8212624,0.0057517756,0,0.1093806,0,57.693665,0
Algeria,DZA,2011,41.384823,0.6885534,0.010760946,0,0.22449896,0,57.691364,0
Algeria,DZA,2012,40.261295,0.66892815,0.014433099,0,0.21009885,0,58.845245,0
Algeria,DZA,2013,39.773857,0.342201,0.014515886,0,0.050247308,0,59.81918,0
Algeria,DZA,2014,37.896194,0.35548544,0.027756516,0,0.089283474,0.00046247814,61.63082,0
Algeria,DZA,2015,38.24155,0.25048494,0.025293589,0,0.06323396,0.008285812,61.41116,0
Algeria,DZA,2016,37.20671,0.09236205,0.106301226,0,0.031239543,0.008266354,62.555122,0
Algeria,DZA,2017,36.15166,0.33932,0.21502112,0,0.023891231,0.008105944,63.262005,0
Algeria,DZA,2018,34.188377,0.8661504,0.23763257,0,0.046107795,0.003938928,64.65779,0
Algeria,DZA,2019,34.176487,0.6912211,0.23329379,0,0.0576596,0.0037935944,64.83755,0
Algeria,DZA,2020,32.339672,0.73597956,0.27490386,0,0.01990544,0.003090129,66.62645,0
Algeria,DZA,2021,32.113163,0.7016217,0.2537999,,0.0035544697,0.00401298,66.92385,0
Argentina,ARG,1965,83.7721,2.5736873,0,0,1.1027236,0,12.551487,0
Argentina,ARG,1966,83.69571,2.0555835,0,0,1.0818976,0,13.166809,0
Argentina,ARG,1967,83.29692,2.2463965,0,0,1.0765653,0,13.380122,0
Argentina,ARG,1968,82.25002,2.1115313,0,0,1.2273394,0,14.411107,0
Argentina,ARG,1969,82.595955,2.4462936,0,0,1.0651699,0,13.892574,0
Argentina,ARG,1970,78.767525,3.3164058,0,0,1.3026197,0,16.562653,0.05079187
Argentina,ARG,1971,79.12072,2.7426648,0,0,1.2200689,0,16.866293,0.05025256
Argentina,ARG,1972,77.792816,2.2800493,0,0,1.1710343,0,18.692137,0.06396228
Argentina,ARG,1973,74.96604,2.3951004,0,0,2.2354133,0,20.355158,0.048282024
Argentina,ARG,1974,72.067055,2.8686209,0,0.7130765,3.582565,0,20.721447,0.047236916
Argentina,ARG,1975,69.791725,2.8562236,0,1.7721593,3.811517,0,21.717686,0.050685834
Argentina,ARG,1976,68.65703,2.7545083,0,1.7266479,3.5083818,0,23.307394,0.046041414
Argentina,ARG,1977,69.23631,2.4938185,0,1.0522608,3.8629558,0,23.308367,0.04628369
Argentina,ARG,1978,67.24224,3.03542,0,1.8587847,5.181485,0,22.635876,0.04619322
Argentina,ARG,1979,67.3799,2.6336164,0,1.6091539,6.6384325,0,21.675024,0.06387403
Argentina,ARG,1980,62.92184,2.3612463,0,1.4067963,9.48589,0,23.75725,0.066970006
Argentina,ARG,1981,60.82177,2.3057609,0,1.7446243,9.480881,0,25.586315,0.060649995
Argentina,ARG,1982,56.808376,2.2863417,0,1.1374079,11.150805,0,28.538395,0.07867279
Argentina,ARG,1983,55.275707,1.9909223,0,1.9871739,11.201724,0,29.442728,0.101750076
Argentina,ARG,1984,52.43184,1.4739188,0,2.7013633,12.057375,0,31.260208,0.075297095
Argentina,ARG,1985,49.315674,2.200767,0,3.3970125,12.680017,0,32.326992,0.07953888
Argentina,ARG,1986,49.0744,2.3797116,0,3.1845922,12.220743,0,33.06277,0.077782474
Argentina,ARG,1987,50.12182,2.5271547,0,3.4494498,12.183867,0,31.654087,0.063618526
Argentina,ARG,1988,49.62608,2.5470808,0,3.0426433,8.344774,0,36.36683,0.07259283
Argentina,ARG,1989,47.240906,2.8581445,0,2.7422037,7.478697,0,39.615154,0.06489633
Argentina,ARG,1990,44.825726,2.39102,0,4.0272145,10.209906,0,38.46336,0.082773075
Argentina,ARG,1991,46.08619,2.0705142,0,4.221543,9.001223,0,38.54031,0.08022028
Argentina,ARG,1992,45.180546,2.1756215,0,3.5924528,10.132553,0,38.844635,0.07418999
Argentina,ARG,1993,42.87756,1.3966366,0,3.8058388,12.1635,0,39.703438,0.053033482
Argentina,ARG,1994,42.954086,1.1605967,0,3.8385246,13.254489,0,38.740387,0.051916774
Argentina,ARG,1995,41.311802,1.1801783,0,3.1915226,12.475042,0,41.78098,0.06047595
Argentina,ARG,1996,39.53691,1.1819807,0,3.220966,10.112366,0.004328139,45.835106,0.10834357
Argentina,ARG,1997,41.41253,0.9218188,0,3.3982306,12.421807,0.0064909924,41.753284,0.08584291
Argentina,ARG,1998,41.148643,1.1965817,0.0000073034457,3.0719984,11.372231,0.0139775835,43.10062,0.09593757
Argentina,ARG,1999,41.23465,1.4204915,0.000011056523,2.8973749,9.091587,0.0147785805,45.220924,0.1201803
Argentina,ARG,2000,37.910957,1.0751754,0.000015225888,2.5084305,12.092774,0.01470928,46.22158,0.17635839
Argentina,ARG,2001,35.9422,0.9021415,0.00001851931,2.9158688,15.746431,0.02124812,44.3023,0.16978961
Argentina,ARG,2002,35.575806,0.70081854,0.000020968526,2.491374,15.958025,0.032739975,44.982697,0.25851977
Argentina,ARG,2003,33.84851,0.7974996,0.000026889687,3.0018559,13.975237,0.032230996,47.94387,0.4007626
Argentina,ARG,2004,34.194485,1.2781414,0.00002707599,2.9214582,11.785715,0.02802891,49.42034,0.37180614
Argentina,ARG,2005,33.74118,1.3864951,0.000029337736,2.388699,12.392465,0.02597556,49.695103,0.37005448
Argentina,ARG,2006,33.874565,1.1948214,0.000030835607,2.5382247,13.023436,0.023857594,48.94293,0.40213764
Argentina,ARG,2007,36.19658,1.6567435,0.000035572175,2.2707908,10.18465,0.020092895,49.27673,0.39437544
Argentina,ARG,2008,36.109264,1.9949191,0.000045872686,2.270763,9.985144,0.013426018,49.187984,0.43844935
Argentina,ARG,2009,35.505943,1.1271797,0.000024896292,2.5692294,11.326775,0.012050945,49.014137,0.4446567
Argentina,ARG,2010,37.084232,1.5224427,0.000026933396,2.1701188,10.463687,0.007951787,47.561832,0.52032006
Argentina,ARG,2011,37.38992,1.6075903,0.00048874883,1.8630905,9.461024,0.008066647,48.20995,0.49817455
Argentina,ARG,2012,38.230103,1.4465466,0.0023722528,1.7825891,8.462529,0.10732154,48.324333,0.5015062
Argentina,ARG,2013,39.047768,1.5199884,0.0041799652,1.6516315,9.08736,0.12571332,46.830532,0.5218258
Argentina,ARG,2014,38.772522,1.621839,0.004408179,1.4629073,8.962524,0.17127603,47.103752,0.48308942
Argentina,ARG,2015,38.86556,1.5869126,0.003967834,1.82532,8.738676,0.16033915,46.81481,0.48605394
Argentina,ARG,2016,37.84385,1.229076,0.0038529567,2.146144,8.031665,0.14775771,48.613922,0.36657694
Argentina,ARG,2017,37.44224,1.2644336,0.0044105537,1.5695082,8.488072,0.16430265,48.759098,0.4476235
Argentina,ARG,2018,35.91431,1.3939403,0.029088747,1.7739866,8.683492,0.38005105,49.520126,0.5160311
Argentina,ARG,2019,34.886124,0.8727867,0.2264681,2.294385,7.789057,1.4148179,50.01993,0.565834
Argentina,ARG,2020,33.759872,1.1369945,0.4008213,3.0505645,7.057022,2.8057885,49.873154,0.8207189
Argentina,ARG,2021,35.72379,1.914586,0.6025807,2.8526547,5.3786182,3.5507598,48.179726,0.7044241
Asia,,1965,41.695137,48.648407,0,0.0013248737,7.892175,0,1.7569932,0.0059619416
Asia,,1966,43.122826,47.389866,0,0.02851719,7.5844584,0,1.867633,0.0067020277
Asia,,1967,47.296947,43.825157,0,0.029326143,6.7657084,0,2.073792,0.009074087
Asia,,1968,49.48468,41.23038,0,0.045100395,6.968028,0,2.2631052,0.008699319
Asia,,1969,50.159107,40.94305,0,0.068667784,6.3640313,0,2.457528,0.0076106205
Asia,,1970,50.777454,40.67942,0,0.19755413,5.7499266,0,2.5812395,0.014406241
Asia,,1971,51.47862,39.82155,0,0.27596077,5.729412,0,2.681697,0.0127687715
Asia,,1972,52.360905,38.940285,0,0.30500382,5.575788,0,2.8052094,0.012809419
Asia,,1973,54.934204,36.784073,0,0.31957364,4.7845745,0,3.1649418,0.012623834
Asia,,1974,53.605522,36.82154,0,0.5714329,5.3259535,0,3.6615343,0.014019184
Asia,,1975,51.314552,38.38718,0,0.6976956,5.5351872,0,4.0497127,0.015666755
Asia,,1976,52.32405,37.13685,0,0.88134193,5.3821945,0,4.2625804,0.012981084
Asia,,1977,52.265972,37.161263,0,0.75421023,4.956045,0,4.8452106,0.017298782
Asia,,1978,51.926064,36.430733,0,1.3833108,4.87859,0,5.3608966,0.020411676
Asia,,1979,50.974457,36.19518,0,1.6144363,4.993583,0,6.1850643,0.03727927
Asia,,1980,48.05009,38.223656,0,1.8945343,5.3367453,0,6.430597,0.06438008
Asia,,1981,46.885,38.896225,0,2.005822,5.60682,0,6.505565,0.10056846
Asia,,1982,45.661144,39.541637,0,2.2934341,5.429555,0,6.793188,0.28103957
Asia,,1983,44.88351,39.881687,0,2.6026027,5.3872886,0,6.935934,0.30898052
Asia,,1984,43.64788,40.239388,0,2.89915,5.001023,0,7.8986588,0.3139065
Asia,,1985,40.930305,39.89858,0,3.0482984,5.0661306,0,10.770924,0.28576007
Asia,,1986,40.183094,39.882122,0,3.1128676,4.9006996,0,11.632974,0.28824028
Asia,,1987,39.32279,40.3842,0,3.4861307,4.8033037,0,11.726078,0.27749592
Asia,,1988,39.43425,40.28043,0,3.0754123,5.1596956,0,11.770178,0.28003696
Asia,,1989,39.42304,40.00287,0,3.063817,5.037293,0,12.184263,0.28871655
Asia,,1990,40.13917,39.170708,0.00004593241,3.1700227,5.1095595,0.00038332597,12.187269,0.22283983
Asia,,1991,39.967274,39.16571,0.000044203825,3.2582078,4.9714622,0.0013618367,12.41716,0.2187738
Asia,,1992,40.478573,38.66704,0.00016420474,3.2010098,4.7920914,0.0023392672,12.646523,0.21225946
Asia,,1993,40.366413,38.82333,0.00028991868,3.4052556,5.1130238,0.0031515833,12.086713,0.20182733
Asia,,1994,40.390884,38.675663,0.00034817727,3.4566782,4.824696,0.005591069,12.419564,0.22657129
Asia,,1995,40.818233,37.625225,0.0004588304,3.6510377,4.990134,0.010328518,12.641722,0.2628645
Asia,,1996,40.779858,37.55451,0.0006440578,3.6942515,4.7484045,0.008671535,12.958755,0.25490695
Asia,,1997,41.504242,36.548286,0.0010038152,3.8192346,4.596565,0.010316257,13.240327,0.2800248
Asia,,1998,40.637173,36.418915,0.0014409502,3.9673169,4.8641324,0.012556059,13.801633,0.29683092
Asia,,1999,40.602127,36.141014,0.0020489902,3.9068286,4.588715,0.016929185,14.42753,0.31480852
Asia,,2000,40.446682,36.142303,0.0030634506,3.8662174,4.5477147,0.01912113,14.642533,0.3323632
Asia,,2001,39.507988,36.58899,0.0042728256,3.7617068,4.7145543,0.024668815,15.069807,0.3280173
Asia,,2002,38.625443,37.539787,0.005622545,3.6507652,4.6214204,0.02531314,15.181625,0.32228544
Asia,,2003,37.26966,39.85635,0.0070804306,2.993029,4.425234,0.030881373,15.073222,0.31220898
Asia,,2004,36.07402,40.916653,0.0084752785,3.1132512,4.725448,0.049658813,14.777832,0.30088663
Asia,,2005,33.936058,43.300323,0.009968586,3.0066614,4.529281,0.057781443,14.806327,0.31542346
Asia,,2006,32.929058,44.171604,0.011619605,2.900015,4.684313,0.08505565,14.850362,0.32113755
Asia,,2007,31.993507,45.206192,0.013044782,2.6036947,4.602389,0.105744004,15.087613,0.3366716
Asia,,2008,31.360392,44.969875,0.015216951,2.431436,5.0232763,0.15555623,15.612035,0.36685047
Asia,,2009,30.916082,45.43552,0.019108338,2.472206,4.742838,0.23485774,15.699482,0.4046085
Asia,,2010,30.723822,44.678764,0.025318196,2.4281528,5.094595,0.3369849,16.193209,0.43775913
Asia,,2011,30.024126,45.65815,0.0422169,1.9023944,4.870131,0.44937176,16.509624,0.4585771
Asia,,2012,30.277348,45.161976,0.060982265,1.3025882,5.2891445,0.5641636,16.763247,0.4814353
Asia,,2013,30.04483,44.91645,0.11088627,1.2765136,5.5334287,0.70168257,16.76314,0.52267945
Asia,,2014,29.675406,44.492455,0.21736026,1.3283961,5.834887,0.7730955,16.94961,0.586808
Asia,,2015,30.148682,43.2769,0.32667458,1.4596967,5.925279,0.8602674,17.21484,0.66944903
Asia,,2016,30.492195,42.289387,0.479574,1.5859746,5.977814,1.082713,17.278044,0.66500366
Asia,,2017,30.268162,41.733734,0.72763324,1.6132666,5.9100165,1.3061756,17.547556,0.7554955
Asia,,2018,29.822975,41.280994,0.995416,1.7301025,5.8000817,1.4924535,17.83563,0.87328553
Asia,,2019,29.393759,40.802353,1.2206252,1.9599231,6.027584,1.6018378,17.839258,0.9554
Asia,,2020,28.037277,40.829163,1.4705601,2.0086622,6.228368,1.8201137,18.333124,1.060968
Asia,,2021,27.645699,40.736217,1.7145219,2.0730302,5.732312,2.3236783,18.367935,1.1840433
Asia Pacific (BP),,1965,36.90614,53.11172,0,0.0013549052,8.815661,0,1.0740255,0.09110395
Asia Pacific (BP),,1966,38.759388,51.584305,0,0.029159285,8.445508,0,1.0978315,0.083807975
Asia Pacific (BP),,1967,43.134632,47.969215,0,0.029995216,7.596717,0,1.1998025,0.06963516
