Y,X,COD_RIP,COD_REG,COD_PROV,COD_CM,COD_UTS,PRO_COM,PRO_COM_T,COMUNE,COMUNE_A,CC_UTS,Shape_Leng,Shape_Area,code,x,y
45.3308258057544,7.65719059705514,"1","1","1","201","201","1043","1043",Busano,,"0",11620.9373357,5256560.97341,"112",394776.980537703,5020579.00448576
45.1398165288915,7.15110385372173,"1","1","1","201","201","1044","1044",Bussoleno,,"0",37193.5859586,37132817.308,"112",354633.627185726,5000145.24171936
45.0685010349993,7.43344029651741,"1","1","1","201","201","1045","1045",Buttigliera Alta,,"0",11379.9826335,8058710.34297,"112",376678.353969414,4991753.73293582
45.2512830156311,7.51325975219379,"1","1","1","201","201","1046","1046",Cafasse,,"0",14178.9632577,10463340.6404,"112",383335.537060887,5011940.48078245
45.3051495904941,7.89148551606243,"1","1","1","201","201","1047","1047",Caluso,,"0",28022.09619,39442458.0925,"112",413097.143687002,5017447.19582
44.970744602286,7.77767195274479,"1","1","1","201","201","1048","1048",Cambiano,,"0",25222.9360278,13817530.7839,"112",403612.820700392,4980427.19727968
44.8013954360772,7.32354738391667,"1","1","1","201","201","1049","1049",Campiglione Fenile,,"0",14696.0020279,11343715.4094,"112",367414.06429957,4962255.35005888
45.3289801485505,7.88729445071195,"1","1","1","201","201","1050","1050",Candia Canavese,,"0",16174.6589808,9198810.93501,"112",412805.142527072,5020099.13950329
44.9585866951714,7.60222847137941,"1","1","1","201","201","1051","1051",Candiolo,,"0",17526.2372191,12361489.7198,"112",389754.858168883,4979300.21614
44.9464820987366,7.3301917945721,"1","1","1","201","201","1053","1053",Cantalupa,,"0",14296.3475719,11378554.9025,"112",368271.049344075,4978361.50621142
45.3436536261193,7.37989813246229,"1","1","1","201","201","1054","1054",Cantoira,,"0",20347.9566831,23329942.5023,"112",373076.966932805,5022403.73758253
45.1185529089657,7.35282112631987,"1","1","1","201","201","1055","1055",Caprie,,"0",20210.070245,16194484.5635,"112",370445.154176303,4997439.98850799
45.3989531982309,7.9604502264437,"1","1","1","201","201","1056","1056",Caravino,,"0",19627.4177973,11514161.9297,"112",418638.209884055,5027796.16159182
45.5843176562549,7.81241169175632,"1","1","1","201","201","1057","1057",Carema,,"0",14872.5605154,10312168.2874,"112",407356.237528847,5048549.87104125
44.9071159589748,7.67424352148335,"1","1","1","201","201","1058","1058",Carignano,,"0",61648.8325348,49805076.9885,"112",395341.380130388,4973487.12454407
44.845475625904,7.7209095068144,"1","1","1","201","201","1059","1059",Carmagnola,,"0",68860.4097693,96231784.7448,"111",398917.441705535,4966580.67527472
45.130433585612,7.94119258475691,"1","1","1","201","201","1060","1060",Casalborgone,,"0",21054.4402454,19988262.6262,"112",416739.347250553,4997985.34039371
45.4834189973108,7.90541905365223,"1","1","1","201","201","1061","1061",Cascinette d'Ivrea,,"0",6387.38715336,2199483.42312,"112",414458.875610662,5037237.06575058
45.1069091766028,7.48567654571366,"1","1","1","201","201","1062","1062",Caselette,,"0",17197.6144152,13911381.5942,"112",380870.33997799,4995942.16601983
45.176322295024,7.64154809956871,"1","1","1","201","201","1063","1063",Caselle Torinese,,"0",21045.9201294,24079993.3149,"112",393262.147770784,5003435.44586479
45.1606098281353,7.88604977435904,"1","1","1","201","201","1064","1064",Castagneto Po,,"0",14545.2626077,11756136.6015,"112",412449.333311285,5001395.8985779
44.899035192808,7.56268632306348,"1","1","1","201","201","1065","1065",Castagnole Piemonte,,"0",18488.7447017,17342643.7932,"112",386518.860675297,4972739.40623821
45.3807984200761,7.71267367384979,"1","1","1","201","201","1066","1066",Castellamonte,,"0",48903.7657057,38636179.9672,"112",399213.408580129,5026059.68048879
45.1143183384215,7.81560850505622,"1","1","1","201","201","1068","1068",Castiglione Torinese,,"0",18825.8585378,14117713.5265,"112",406837.661747522,4996332.12819292
45.1548725766913,8.05064406472425,"1","1","1","201","201","1069","1069",Cavagnolo,,"0",18747.9454987,12288961.4214,"112",425378.090577315,5000593.36216363
44.785235976661,7.37355993709827,"1","1","1","201","201","1070","1070",Cavour,,"0",37313.1937801,48338794.5819,"112",371333.515333031,4960379.94094614
44.8607795298351,7.50126802956843,"1","1","1","201","201","1071","1071",Cercenasco,,"0",17912.5107831,13422062.0117,"112",381591.201808523,4968577.48757389
45.3126777686163,7.38887427352189,"1","1","1","201","201","1072","1072",Ceres,,"0",27727.58558,27779306.0174,"112",373711.347272359,5018948.41863883
44.9530818496668,6.79172458537683,"1","1","1","201","201","1074","1074",Cesana Torinese,,"0",64273.8064522,121912962.669,"112",325812.000326989,4980110.63656532
45.1405108970296,7.16151489626301,"1","1","1","201","201","1076","1076",Chianocco,,"0",20567.75057,18764178.6277,"112",355453.9321085,5000203.70213903
45.4978629362768,7.90288477492831,"1","1","1","201","201","1077","1077",Chiaverano,,"0",15900.1446006,11594555.7284,"112",414282.737980981,5038844.43948602
45.0114825907534,7.82331076123488,"1","1","1","201","201","1078","1078",Chieri,,"0",37172.5468131,54464820.7314,"111",407277.40658933,4984899.409539
45.1184703541568,6.98326873636622,"1","1","1","201","201","1080","1080",Chiomonte,,"0",23729.8565193,26604993.69,"112",341378.711776865,4998089.55550036
45.1038179136248,7.32788252446261,"1","1","1","201","201","1081","1081",Chiusa di San Michele,,"0",11702.617345,5679169.38698,"112",368449.816111661,4995843.35701103
45.1907723084445,7.89001401282706,"1","1","1","201","201","1082","1082",Chivasso,,"0",32198.6102336,51210225.5885,"111",412806.949150758,5004742.38025562
45.23480438552,7.60447928471153,"1","1","1","201","201","1086","1086",Ciriè,,"0",18135.3448878,17431105.4564,"111",390461.852224626,5009981.94696281
44.9393187720023,6.75067804604069,"1","1","1","201","201","1087","1087",Claviere,,"0",9591.5215191,2392053.06281,"112",322531.835230913,4978670.77449463
45.3004543073546,7.46034341386514,"1","1","1","201","201","1088","1088",Coassolo Torinese,,"0",24281.0728614,27915519.1422,"112",379287.520922555,5017480.93893203
45.0523451868875,7.30172905055136,"1","1","1","201","201","1089","1089",Coazze,,"0",36568.7309723,56001072.615,"112",366272.207432146,4990168.19643248
45.0710743870292,7.57213851884721,"1","1","1","201","201","1090","1090",Collegno,,"0",18226.5509994,18052039.6547,"111",387601.903485562,4991837.56815244
45.4390919904049,7.81155837920242,"1","1","1","201","201","1092","1092",Colleretto Giacosa,,"0",9615.46965801,4496036.17556,"112",407050.893871722,5032416.73141941
45.115479568893,7.30902956851596,"1","1","1","201","201","1093","1093",Condove,,"0",36360.9767577,71527575.8407,"112",366993.696883975,4997169.68777093
45.3129854262229,7.53162963002032,"1","1","1","201","201","1094","1094",Corio,,"0",29738.4717175,41519496.9528,"112",384901.87425734,5018768.75140021
44.9825568398956,7.37338278353339,"1","1","1","201","201","1097","1097",Cumiana,,"0",37954.0757799,60748903.1262,"112",371758.751652377,4982299.66958252
45.3903463069626,7.64892353641527,"1","1","1","201","201","1098","1098",Cuorgnè,,"0",22683.2619739,18828207.2909,"112",394240.139636806,5027202.20919218
45.1319936837452,7.57539031841459,"1","1","1","201","201","1099","1099",Druento,,"0",23808.7397352,27537107.6939,"112",387977.096309931,4998600.53433694
45.3309437617928,7.68991935832394,"1","1","1","201","201","1101","1101",Favria,,"0",17463.3872101,14692864.5926,"112",397341.826411721,5020549.87601757
45.3057275218266,7.74448351302229,"1","1","1","201","201","1102","1102",Feletto,,"0",12537.8935355,8058505.9279,"112",401573.82330715,5017680.42995667
45.0350124345377,7.0507705341317,"1","1","1","201","201","1103","1103",Fenestrelle,,"0",31080.5539404,49459289.985,"112",346464.487200384,4988688.06977031
45.2159204257181,7.52489672028939,"1","1","1","201","201","1104","1104",Fiano,,"0",22191.9813807,12085172.7929,"112",384176.86402289,5007995.22653257
45.4688585499865,7.83269105593104,"1","1","1","201","201","1105","1105",Fiorano Canavese,,"0",10553.7102158,4343384.02245,"112",408751.719630731,5035699.46012514
45.2714937672071,7.81942871985687,"1","1","1","201","201","1106","1106",Foglizzo,,"0",17635.5738396,15541933.2933,"112",407393.445460482,5013788.50461692
45.3451860745352,7.59170406965813,"1","1","1","201","201","1107","1107",Forno Canavese,,"0",19775.2472309,16909337.3073,"112",389673.339326123,5022261.97047365
45.2797142200864,7.66331811110749,"1","1","1","201","201","1109","1109",Front,,"0",17998.515683,10790623.4139,"112",395162.94978311,5014892.87835599
44.9337247825854,7.34964736382709,"1","1","1","201","201","1110","1110",Frossasco,,"0",30913.7167768,20349457.636,"112",369777.032769461,4976912.91854306
45.1292701053651,7.82744446745623,"1","1","1","201","201","1112","1112",Gassino Torinese,,"0",25690.270487,20040526.05,"112",407792.749676934,4997979.5453326
45.262720555968,7.46848665800671,"1","1","1","201","201","1113","1113",Germagnano,,"0",16755.6044756,14683737.1479,"112",379846.328888129,5013276.83686217
45.1419492011991,7.0112430503238,"1","1","1","201","201","1114","1114",Giaglione,,"0",28873.6560701,33614899.0944,"112",343643.151695686,5000643.29524744
45.0421508565855,7.35124813665772,"1","1","1","201","201","1115","1115",Giaveno,,"0",41697.8831616,72617093.1161,"112",370148.444287319,4988955.09581184
45.1586397505044,7.50537733263119,"1","1","1","201","201","1116","1116",Givoletto,,"0",15419.8901166,13035585.5734,"112",382526.443815821,5001660.06874918
45.1260636775011,7.01667364538474,"1","1","1","201","201","1117","1117",Gravere,,"0",19510.5727524,18788855.8523,"112",344026.793431098,4998868.08187446
45.2581672626197,7.55922071679433,"1","1","1","201","201","1119","1119",Grosso,,"0",9988.64690635,4082814.92516,"112",386955.748907478,5012639.81495312
45.0679101522902,7.570631330312,"1","1","1","201","201","1120","1120",Grugliasco,,"0",16602.51292,13239237.6121,"111",387477.051391097,4991488.15240329
44.9446863308352,7.21802972058419,"1","1","1","201","201","1122","1122",Inverso Pinasca,,"0",11939.5057951,8136810.54595,"112",359418.338965761,4978350.36941712
44.9070507988346,7.90897936204027,"1","1","1","201","201","1123","1123",Isolabella,,"0",9139.49257249,4781035.95784,"112",413871.944589472,4973203.9427639
45.4711439913968,7.89055118140098,"1","1","1","201","201","1125","1125",Ivrea,,"0",30031.9834008,30719993.1276,"112",413278.129458819,5035889.29480998
45.1800215692648,7.51730192780034,"1","1","1","201","201","1126","1126",La Cassa,,"0",15456.7253302,11620032.4488,"112",383507.288669303,5004018.11441795
44.9533237970829,7.67191484067636,"1","1","1","201","201","1127","1127",La Loggia,,"0",17526.3352311,12825280.768,"112",395241.592992684,4978623.17826929
45.2735973039424,7.48210213597714,"1","1","1","201","201","1128","1128",Lanzo Torinese,,"0",14587.6529188,10336835.5897,"112",380937.264948825,5014464.96255328
45.1587909734037,7.9925879835051,"1","1","1","201","201","1129","1129",Lauriano,,"0",17922.6854077,14388857.5098,"112",420820.156756445,5001083.91288142
45.1865765635918,7.71788401410657,"1","1","1","201","201","1130","1130",Leini,,"0",24931.6991458,31889599.7604,"112",399278.181546343,5004476.55132554
45.4746792758737,7.81244936893079,"1","1","1","201","201","1132","1132",Lessolo,,"0",12694.7277087,8032309.33559,"112",407178.991326248,5036369.30349624
45.3181430171643,7.60640077369549,"1","1","1","201","201","1133","1133",Levone,,"0",11994.8581049,5660912.81445,"112",390772.705342061,5019237.63347984
45.417328708892,7.45793731714821,"1","1","1","201","201","1134","1134",Locana,,"0",59423.2156187,132618849.076,"112",379347.581982077,5030468.57778705
45.2368824957803,7.7419947570876,"1","1","1","201","201","1135","1135",Lombardore,,"0",17331.6707988,12478727.3036,"112",401259.396163082,5010035.31266478
44.8408587026948,7.63510804467979,"1","1","1","201","201","1136","1136",Lombriasco,,"0",18416.56535,7830813.51775,"112",392128.192377841,4966178.15469306
45.4409984972834,7.8117370117104,"1","1","1","201","201","1137","1137",Loranzè,,"0",8845.82460016,4383580.00823,"112",407067.99513244,5032628.3294361
44.8160418300158,7.24868053696537,"1","1","1","201","201","1139","1139",Luserna San Giovanni,,"0",28623.2344579,17109337.9827,"112",361528.098569584,4964007.17226966
44.8029488322555,7.24588013130597,"1","1","1","201","201","1140","1140",Lusernetta,,"0",10721.4484784,7358116.59967,"112",361275.287209091,4962557.52499087
44.8512931452343,7.39992388381235,"1","1","1","201","201","1142","1142",Macello,,"0",16266.1423056,14557468.3079,"112",373563.63237894,4967676.46343795
45.3446988439279,8.01464904498943,"1","1","1","201","201","1143","1143",Maglione,,"0",11488.2767004,6605912.02817,"112",422806.372112282,5021715.43023152
45.0529586512473,7.87633196326873,"1","1","1","201","201","1144","1144",Marentino,,"0",16698.4942606,10991317.8906,"112",411519.39344669,4989447.57441683
45.2559405299717,7.54208889638523,"1","1","1","201","201","1146","1146",Mathi,,"0",16097.3336718,7124857.4743,"112",385607.10827117,5012416.59883236
45.1184900642813,7.11532088462693,"1","1","1","201","201","1147","1147",Mattie,,"0",22152.5557473,28701357.7258,"112",351765.005266599,4997841.08944529
45.2869546679564,7.93774756505464,"1","1","1","201","201","1148","1148",Mazzè,,"0",27890.5997423,26997464.5507,"112",416697.25070976,5015377.0238791
45.1232092377085,7.06058424179522,"1","1","1","201","201","1149","1149",Meana di Susa,,"0",19821.8700485,16363353.3763,"112",347472.40735526,4998467.17822082
45.3573115085565,7.88136236478099,"1","1","1","201","201","1150","1150",Mercenasco,,"0",14650.7505663,12704090.6061,"112",412384.004495526,5023253.01614593
45.2949204436993,7.3953383468658,"1","1","1","201","201","1152","1152",Mezzenile,,"0",27575.3376721,29304783.4679,"112",374178.750787651,5016965.59474702
45.1417966045883,7.06072200581078,"1","1","1","201","201","1154","1154",Mompantero,,"0",26207.8704734,30193623.9788,"112",347532.794146542,5000531.78337854
44.9999155199333,7.68310068528219,"1","1","1","201","201","1156","1156",Moncalieri,,"0",44612.9122961,47595275.466,"111",396208.023021047,4983784.51841364
45.0696828472107,7.84352274683021,"1","1","1","201","201","1158","1158",Montaldo Torinese,,"0",9881.05742904,4629831.46064,"112",408962.457022,4991341.82853125
45.3369779139754,7.84039620401998,"1","1","1","201","201","1159","1159",Montalenghe,,"0",13431.5892225,6776839.96634,"112",409142.854631244,5021039.47266595
45.4915625716506,7.86254813112234,"1","1","1","201","201","1160","1160",Montalto Dora,,"0",11099.640561,7207509.14113,"112",411121.343894367,5038188.32674931
45.2319078691054,7.85172629527405,"1","1","1","201","201","1161","1161",Montanaro,,"0",19797.925009,21020464.7606,"111",409864.331960073,5009354.24008861
45.1493809840974,8.01635121413578,"1","1","1","201","201","1162","1162",Monteu da Po,,"0",12885.4756276,7497397.72458,"112",422675.155772421,5000015.54156586
45.0383422080224,7.93931878465502,"1","1","1","201","201","1163","1163",Moriondo Torinese,,"0",13517.8585359,6609304.67283,"112",416457.86877445,4987756.9379242
44.9983911428465,7.6453061406901,"1","1","1","201","201","1164","1164",Nichelino,,"0",24735.3946851,21075637.0869,"112",393226.397532341,4983664.295237
45.2428125563608,7.57014620832346,"1","1","1","201","201","1166","1166",Nole,,"0",21600.699582,11184167.9718,"112",387782.728570373,5010918.77442389
44.9332555790194,7.53970934462892,"1","1","1","201","201","1168","1168",None,,"0",27068.1478989,24349843.1311,"112",384773.165936356,4976573.19329485
45.188596541119,7.01584318356547,"1","1","1","201","201","1169","1169",Novalesa,,"0",22650.8656673,28829189.7924,"112",344132.126132443,5005816.46844657
45.3413209970319,7.69343722965646,"1","1","1","201","201","1170","1170",Oglianico,,"0",15716.5353938,6291959.48892,"112",397636.188317551,5021698.24303955
45.0075128735545,7.53669787333841,"1","1","1","201","201","1171","1171",Orbassano,,"0",32185.7843023,22116524.9523,"111",384684.465504064,4984826.48423485
45.3293993689357,7.86079735753322,"1","1","1","201","201","1172","1172",Orio Canavese,,"0",11746.9161008,7072209.88427,"112",410729.414206927,5020174.73414951
44.870382010117,7.6073565468763,"1","1","1","201","201","1174","1174",Osasio,,"0",10926.1048375,4558454.70842,"112",389991.134577494,4969494.96720717
45.0352556232752,6.83194671794921,"1","1","1","201","201","1175","1175",Oulx,,"0",60266.2811379,99288042.1495,"112",329229.052438791,4989153.45145546
45.348671814219,7.7452203779907,"1","1","1","201","201","1176","1176",Ozegna,,"0",10699.9726644,5287905.33859,"112",401705.901829499,5022450.35995819
45.4586374620415,7.97848023353729,"1","1","1","201","201","1177","1177",Palazzo Canavese,,"0",8506.60792869,5177802.86674,"112",420133.575599345,5034408.73895077
44.8316432093532,7.58777564342272,"1","1","1","201","201","1178","1178",Pancalieri,,"0",26072.3614016,14815582.2864,"112",388369.56065682,4965218.39719051
45.0731951693602,7.83639507561871,"1","1","1","201","201","1180","1180",Pavarolo,,"0",10585.8000257,4421524.91566,"112",408406.979852692,4991740.05149468
45.439971733663,7.85282956198583,"1","1","1","201","201","1181","1181",Pavone Canavese,,"0",16165.75097,11421677.1175,"112",410280.139221135,5032467.58462182
45.0170571152438,7.75124611577434,"1","1","1","201","201","1183","1183",Pecetto Torinese,,"0",16383.4646215,9200953.45329,"112",401608.290794749,4985603.69040924
44.9564381409597,7.19080009763315,"1","1","1","201","201","1184","1184",Perosa Argentina,,"0",23488.6073753,26288643.7599,"112",357299.293698681,4979703.41042846
45.397198534408,7.83075528067727,"1","1","1","201","201","1185","1185",Perosa Canavese,,"0",9516.67603892,4380391.27584,"112",408484.640636759,5027740.5568632
45.1061167649417,7.54685247446219,"1","1","1","201","201","1189","1189",Pianezza,,"0",20279.9599829,16568273.319,"112",385681.378442675,4995765.82814161
44.9412852955678,7.22875466706474,"1","1","1","201","201","1190","1190",Pinasca,,"0",24571.2353221,34718529.0679,"112",360256.189938722,4977954.02117562
44.886574352652,7.3290719039376,"1","1","1","201","201","1191","1191",Pinerolo,,"0",54370.7059207,49540761.8661,"111",368045.629493769,4971708.4202669
45.0407328644364,7.7742352103683,"1","1","1","201","201","1192","1192",Pino Torinese,,"0",19387.0452811,21661780.4725,"112",403459.458889218,4988206.10881314
44.9298621583352,7.61059300085369,"1","1","1","201","201","1193","1193",Piobesi Torinese,,"0",19523.0866673,19391628.1806,"112",390359.913975958,4976097.97166077
44.988464788099,7.46551348602222,"1","1","1","201","201","1194","1194",Piossasco,,"0",28953.1825052,40283122.6559,"112",379034.697507517,4982814.29041719
44.9195820445589,7.42595823114244,"1","1","1","201","201","1195","1195",Piscina,,"0",16779.1165966,9917849.73467,"112",375767.9473907,4975222.15846441
45.4474058623916,8.00781374892058,"1","1","1","201","201","1196","1196",Piverone,,"0",15504.2647954,11151072.3613,"112",422411.580697332,5033132.22601931
44.9181739422066,7.84665263387891,"1","1","1","201","201","1197","1197",Poirino,,"0",41493.1077209,75807774.8664,"112",408969.267874233,4974507.60495805
44.9562673925743,7.18318592435849,"1","1","1","201","201","1198","1198",Pomaretto,,"0",14880.0429535,8438053.02562,"112",356698.29981334,4979697.87453932
45.4216057922153,7.59716334445949,"1","1","1","201","201","1199","1199",Pont-Canavese,,"0",26059.5198015,18338015.7045,"112",390249.013906554,5030744.30967111
45.0108836833141,6.93852874325799,"1","1","1","201","201","1201","1201",Pragelato,,"0",49521.7320228,89369206.0674,"112",337555.255671137,4986226.68612132
44.8602826844417,7.90082193979489,"1","1","1","201","201","1203","1203",Pralormo,,"0",25640.7636967,29670914.1296,"112",413157.635076802,4968017.38908495
44.8711794216745,7.29575567159242,"1","1","1","201","201","1205","1205",Prarostino,,"0",14771.8805836,11121682.2857,"112",365378.715456183,4970052.97425835
45.3523547014708,7.59591319479997,"1","1","1","201","201","1207","1207",Pratiglione,,"0",18202.8414113,8138921.38525,"112",390016.970389441,5023052.60233488
45.523587391697,7.83357469430714,"1","1","1","201","201","1209","1209",Quassolo,,"0",8601.38770844,3893889.83711,"112",408909.086195048,5041778.64839351
45.5622273764833,7.80783837497411,"1","1","1","201","201","1210","1210",Quincinetto,,"0",23561.7720623,17439933.6066,"112",406963.001155763,5046100.97627352
45.0484693872387,7.4290464947853,"1","1","1","201","201","1211","1211",Reano,,"0",11606.6582781,7162216.43569,"112",376289.270196167,4989535.15458296
45.0312630969365,7.52096434495907,"1","1","1","201","201","1214","1214",Rivalta di Torino,,"0",30850.0011488,24987298.8317,"112",383492.770111831,4987487.36219556
44.9834858283903,7.87276261422977,"1","1","1","201","201","1215","1215",Riva presso Chieri,,"0",27760.7964958,35876496.0682,"112",411130.92136896,4981733.90616143
45.3340214284439,7.62877824253813,"1","1","1","201","201","1216","1216",Rivara,,"0",19917.215826,11954533.021,"112",392556.626329371,5020971.52546363
45.3320885741645,7.72331683297344,"1","1","1","201","201","1217","1217",Rivarolo Canavese,,"0",30566.576024,32189885.5069,"112",399960.870359983,5020635.03631603
45.2461413371227,7.70237710810085,"1","1","1","201","201","1218","1218",Rivarossa,,"0",14714.6476121,10980123.5287,"112",398166.361861898,5011113.14283637
45.0687989562255,7.51616302850447,"1","1","1","201","201","1219","1219",Rivoli,,"0",27815.0801473,29465210.9939,"111",383191.002072276,4991664.07686472
45.1976508674849,7.56871216893341,"1","1","1","201","201","1220","1220",Robassomero,,"0",17420.0282664,8672506.84519,"112",387581.202698124,5005903.69444962
45.3091817132634,7.57782452540019,"1","1","1","201","201","1221","1221",Rocca Canavese,,"0",18825.8731254,14130456.581,"112",388515.392886183,5018281.23357311
44.9217957402483,7.33222611900637,"1","1","1","201","201","1222","1222",Roletto,,"0",20007.9660218,9890478.87244,"112",368375.139690771,4975615.8889977
45.3847935285509,7.86815896885003,"1","1","1","201","201","1223","1223",Romano Canavese,,"0",18079.613957,11211194.1726,"112",411392.793170721,5026320.5648298
45.2456330153992,7.964200471792,"1","1","1","201","201","1225","1225",Rondissone,,"0",14809.9976894,11117508.4787,"112",418712.748565433,5010759.50894727
44.9875586165096,7.1430026204383,"1","1","1","201","201","1227","1227",Roure,,"0",36582.3113622,59244163.2823,"112",353608.480114804,4983245.74154024
45.0698340240326,7.46276127312271,"1","1","1","201","201","1228","1228",Rosta,,"0",13750.4989611,8931620.90196,"112",378989.352775133,4991857.54160608
45.1397972606732,7.38361794145204,"1","1","1","201","201","1229","1229",Rubiana,,"0",21527.7326651,26980724.1464,"112",372914.598188501,4999751.12326201
45.3581719800649,7.68914226340639,"1","1","1","201","201","1231","1231",Salassa,,"0",9423.42191416,5115491.49931,"112",397330.171050354,5023575.75155521
45.0687744516664,6.88117919807799,"1","1","1","201","201","1232","1232",Salbertrand,,"0",26949.616961,38809937.3588,"112",333204.445322175,4992774.30853869
45.4577357772423,7.85070990794857,"1","1","1","201","201","1233","1233",Salerano Canavese,,"0",8787.7286711,2271814.8287,"112",410142.576079821,5034443.46231396
