procom;out;in;self;sum;inout;saldo
13161;380;75;141;596;455;-305
13163;1163;1940;452;3555;3103;777
13165;3188;4191;2392;9771;7379;1003
13169;1000;406;270;1676;1406;-594
13170;1235;1277;370;2882;2512;42
13172;310;312;138;760;622;2
13175;686;352;221;1259;1038;-334
13178;47;20;18;85;67;-27
13179;267;134;201;602;401;-133
13183;263;173;150;586;436;-90
13184;70;3;10;83;73;-67
13185;236;57;120;413;293;-179
13186;299;24;58;381;323;-275
13187;72;2;13;87;74;-70
13188;1644;998;702;3344;2642;-646
13189;584;1057;1129;2770;1641;473
13192;394;171;105;670;565;-223
13193;580;384;171;1135;964;-196
13194;107;167;51;325;274;60
13195;150;75;11;236;225;-75
13197;374;64;111;549;438;-310
13199;481;172;223;876;653;-309
13201;2875;1271;1216;5362;4146;-1604
13202;2344;839;864;4047;3183;-1505
13203;172;116;38;326;288;-56
13204;111;67;145;323;178;-44
13205;427;579;363;1369;1006;152
13206;1615;2505;639;4759;4120;890
13207;64;10;13;87;74;-54
13211;228;31;114;373;259;-197
13212;1385;849;511;2745;2234;-536
13215;942;436;266;1644;1378;-506
13216;351;188;226;765;539;-163
13217;198;70;78;346;268;-128
13218;219;26;42;287;245;-193
13222;2324;1513;821;4658;3837;-811
13223;401;231;205;837;632;-170
13225;347;349;217;913;696;2
13226;106;3;10;119;109;-103
13227;3215;2976;1714;7905;6191;-239
13228;1192;769;768;2729;1961;-423
13229;1033;177;335;1545;1210;-856
13232;801;583;396;1780;1384;-218
13233;26;1;6;33;27;-25
13234;198;110;200;508;308;-88
13236;87;26;20;133;113;-61
13238;1244;1047;341;2632;2291;-197
13239;250;31;96;377;281;-219
13242;1475;1617;704;3796;3092;142
13245;2733;2709;1380;6822;5442;-24
13246;41;99;45;185;140;58
13248;489;133;214;836;622;-356
13249;936;962;902;2800;1898;26
14001;107;22;22;151;129;-85
14002;1122;247;393;1762;1369;-875
14003;215;376;53;644;591;161
14004;244;172;530;946;416;-72
14005;1031;367;610;2008;1398;-664
14006;25;2;5;32;27;-23
14007;1225;882;935;3042;2107;-343
14008;431;189;175;795;620;-242
14009;400;2002;1572;3974;2402;1602
14010;627;314;362;1303;941;-313
14011;379;230;126;735;609;-149
14012;162;61;267;490;223;-101
14013;411;34;246;691;445;-377
14014;242;37;38;317;279;-205
14015;511;623;242;1376;1134;112
14016;185;181;47;413;366;-4
14017;335;79;72;486;414;-256
14018;1009;2302;2147;5458;3311;1293
14019;378;372;695;1445;750;-6
14020;761;660;479;1900;1421;-101
14021;163;12;11;186;175;-151
14022;370;53;124;547;423;-317
14023;557;136;197;890;693;-421
14024;1571;1151;1284;4006;2722;-420
14025;174;21;25;220;195;-153
14026;835;1205;787;2827;2040;370
14027;964;809;798;2571;1773;-155
14028;228;80;15;323;308;-148
14029;285;68;121;474;353;-217
14030;222;121;77;420;343;-101
14031;42;20;16;78;62;-22
14032;412;827;470;1709;1239;415
14033;1227;362;938;2527;1589;-865
14034;411;663;402;1476;1074;252
14035;62;144;171;377;206;82
14036;371;67;242;680;438;-304
14037;168;355;3404;3927;523;187
14038;255;151;59;465;406;-104
14039;251;326;125;702;577;75
14040;422;247;87;756;669;-175
14041;322;37;163;522;359;-285
14042;14; ;1;14 1;14 ;-14
14043;573;343;248;1164;916;-230
14044;1187;625;291;2103;1812;-562
14045;2499;4099;3635;10233;6598;1600
14046;531;190;267;988;721;-341
14047;9;3;5;17;12;-6
14048;408;1157;310;1875;1565;749
14049;700;311;345;1356;1011;-389
14050;535;127;288;950;662;-408
14051;690;306;230;1226;996;-384
14052;702;457;441;1600;1159;-245
14053;296;241;45;582;537;-55
14054;882;414;444;1740;1296;-468
14055;99;16;28;143;115;-83
14056;231;306;55;592;537;75
14057;799;224;586;1609;1023;-575
14058;112;38;21;171;150;-74
14059;215;21;26;262;236;-194
14060;619;1085;1379;3083;1704;466
14061;2090;9819;8517;20426;11909;7729
14062;24;1;9;34;25;-23
14063;1298;1034;1223;3555;2332;-264
14064;36;24;29;89;60;-12
14065;997;468;1024;2489;1465;-529
14066;1384;2055;3015;6454;3439;671
14067;225;82;114;421;307;-143
14068;257;184;65;506;441;-73
14069;846;444;533;1823;1290;-402
14070;768;87;183;1038;855;-681
14071;956;228;1072;2256;1184;-728
14072;803;416;978;2197;1219;-387
14073;607;110;637;1354;717;-497
14074;244;33;174;451;277;-211
14075;310;66;154;530;376;-244
14076;88;17;7;112;105;-71
14077;183;64;170;417;247;-119
14078;810;385;630;1825;1195;-425
15002;8322;5764;8499;22585;14086;-2558
15005;1757;1317;947;4021;3074;-440
15007;2617;1238;1179;5034;3855;-1379
15009;6626;5862;3729;16217;12488;-764
15010;4379;2263;2131;8773;6642;-2116
15011;3519;13358;1628;18505;16877;9839
15012;6763;3057;3191;13011;9820;-3706
15014;1652;1363;468;3483;3015;-289
15015;3290;2952;1345;7587;6242;-338
15016;1656;957;544;3157;2613;-699
15019;1153;861;492;2506;2014;-292
15022;785;177;321;1283;962;-608
15024;2547;2145;1424;6116;4692;-402
15026;1453;717;786;2956;2170;-736
15027;12801;7531;6781;27113;20332;-5270
15032;9056;4029;4160;17245;13085;-5027
15035;1096;164;267;1527;1260;-932
15036;11259;5993;5036;22288;17252;-5266
15038;1741;822;821;3384;2563;-919
15040;3681;1173;1338;6192;4854;-2508
15041;5260;1813;2339;9412;7073;-3447
15042;577;522;100;1199;1099;-55
15044;2786;1945;1148;5879;4731;-841
15046;4966;1882;1741;8589;6848;-3084
15050;1921;1618;598;4137;3539;-303
15051;5321;4436;3242;12999;9757;-885
15055;1717;1039;668;3424;2756;-678
15058;2155;839;922;3916;2994;-1316
15059;6229;2499;4113;12841;8728;-3730
15060;5372;4432;2214;12018;9804;-940
15061;888;406;251;1545;1294;-482
15062;3075;3578;2720;9373;6653;503
15070;10317;13910;7193;31420;24227;3593
15071;2278;750;586;3614;3028;-1528
15072;5360;2723;2429;10512;8083;-2637
15074;8782;4791;3926;17499;13573;-3991
15076;6118;1003;2011;9132;7121;-5115
15077;21730;19011;15672;56413;40741;-2719
15078;1852;544;679;3075;2396;-1308
15081;14991;12237;9094;36322;27228;-2754
15082;1001;545;220;1766;1546;-456
15085;6849;4022;3429;14300;10871;-2827
15086;7574;4645;3546;15765;12219;-2929
15087;7496;4763;3698;15957;12259;-2733
15093;11719;10547;5604;27870;22266;-1172
15096;2913;1954;1588;6455;4867;-959
15097;1454;2423;766;4643;3877;969
15098;6587;4721;3021;14329;11308;-1866
15099;2560;583;860;4003;3143;-1977
15101;1315;653;400;2368;1968;-662
15103;3324;2315;1745;7384;5639;-1009
15105;9636;5890;5003;20529;15526;-3746
15106;3964;2538;1511;8013;6502;-1426
15108;7121;5469;4016;16606;12590;-1652
15110;1270;586;325;2181;1856;-684
15112;843;155;209;1207;998;-688
15113;3059;2572;1523;7154;5631;-487
15114;3731;2781;2275;8787;6512;-950
15115;3070;1884;1633;6587;4954;-1186
15116;8601;8912;5531;23044;17513;311
15118;16800;16784;14808;48392;33584;-16
15122;1863;3057;700;5620;4920;1194
15125;4092;1034;1680;6806;5126;-3058
15130;6192;9409;6022;21623;15601;3217
15131;3556;1704;1613;6873;5260;-1852
15134;2252;1410;967;4629;3662;-842
15136;1490;798;500;2788;2288;-692
15139;5368;1420;1899;8687;6788;-3948
15140;5392;4370;3560;13322;9762;-1022
15142;5577;5552;4130;15259;11129;-25
15144;1598;919;555;3072;2517;-679
15146;89746;475238;560333;1125317;564984;385492
15150;473;431;187;1091;904;-42
15151;2749;421;1398;4568;3170;-2328
15154;6354;5640;3050;15044;11994;-714
15155;325;83;31;439;408;-242
15157;7169;5621;3693;16483;12790;-1548
15158;2054;364;624;3042;2418;-1690
15159;4696;4344;2600;11640;9040;-352
15164;1571;1219;747;3537;2790;-352
15165;608;550;218;1376;1158;-58
15166;16476;10318;9370;36164;26794;-6158
15167;2360;1454;1030;4844;3814;-906
15168;9283;5357;5352;19992;14640;-3926
15169;4398;1377;1898;7673;5775;-3021
15170;3708;5913;1998;11619;9621;2205
15171;8855;9774;4439;23068;18629;919
15172;3805;2730;1893;8428;6535;-1075
15173;6697;3747;2418;12862;10444;-2950
15175;12599;7752;7470;27821;20351;-4847
15176;3134;2623;1441;7198;5757;-511
15177;2678;1265;785;4728;3943;-1413
15178;3434;1135;1297;5866;4569;-2299
15179;2742;2628;1272;6642;5370;-114
15181;4944;3496;2833;11273;8440;-1448
15182;14692;16035;12174;42901;30727;1343
15183;1522;958;1157;3637;2480;-564
15184;2901;920;1124;4945;3821;-1981
15185;1920;1741;670;4331;3661;-179
15188;2110;1545;1005;4660;3655;-565
15189;13360;13204;8779;35343;26564;-156
15191;2116;998;1533;4647;3114;-1118
15192;9374;19606;8007;36987;28980;10232
15194;2747;1202;910;4859;3949;-1545
15195;12812;10155;7805;30772;22967;-2657
15200;2091;1130;772;3993;3221;-961
15201;3304;2136;1275;6715;5440;-1168
15202;1962;385;603;2950;2347;-1577
15204;4766;1350;1916;8032;6116;-3416
15205;12006;19091;6779;37876;31097;7085
15206;8023;3908;4000;15931;11931;-4115
15209;23769;22492;15822;62083;46261;-1277
15210;2858;3783;1574;8215;6641;925
15211;7711;7430;3903;19044;15141;-281
15213;5515;3213;2551;11279;8728;-2302
15219;2144;1495;921;4560;3639;-649
15220;7342;8071;4007;19420;15413;729
15221;3807;4172;2552;10531;7979;365
15222;1609;2034;595;4238;3643;425
15224;2649;1623;1063;5335;4272;-1026
15226;2235;1192;1647;5074;3427;-1043
15229;4232;852;1112;6196;5084;-3380
15230;3099;989;1418;5506;4088;-2110
15235;1740;802;677;3219;2542;-938
15236;1440;825;451;2716;2265;-615
15237;3716;3393;1757;8866;7109;-323
15242;6999;5838;2654;15491;12837;-1161
15243;3446;3824;1680;8950;7270;378
15244;1654;1751;630;4035;3405;97
15246;778;168;157;1103;946;-610
15247;2938;1883;1214;6035;4821;-1055
15248;2346;1714;989;5049;4060;-632
15249;2034;1122;894;4050;3156;-912
15250;4324;3478;1614;9416;7802;-846
16001;652;838;543;2033;1490;186
16002;320;85;124;529;405;-235
16003;3232;2477;1513;7222;5709;-755
16004;4809;4488;5376;14673;9297;-321
16005;2062;1389;979;4430;3451;-673
16006;2340;1573;1230;5143;3913;-767
16007;2211;1054;1020;4285;3265;-1157
16008;4861;3065;2589;10515;7926;-1796
16009;1021;679;298;1998;1700;-342
16010;920;1159;703;2782;2079;239
16011;1926;535;756;3217;2461;-1391
16012;1040;446;706;2192;1486;-594
16013;1178;328;393;1899;1506;-850
16014;55;39;8;102;94;-16
16015;210;42;30;282;252;-168
16016;3038;2880;1294;7212;5918;-158
16017;124;32;45;201;156;-92
16018;1773;1962;709;4444;3735;189
16019;310;240;74;624;550;-70
16020;1604;521;742;2867;2125;-1083
16021;869;556;229;1654;1425;-313
16022;303;50;67;420;353;-253
16023;768;165;472;1405;933;-603
16024;19719;68732;41051;129502;88451;49013
16025;497;108;170;775;605;-389
16026;243;22;45;310;265;-221
16027;27;3;8;38;30;-24
16028;2081;1339;1318;4738;3420;-742
16029;2416;857;977;4250;3273;-1559
16030;4139;1185;1303;6627;5324;-2954
16031;2544;1029;1097;4670;3573;-1515
16032;454;436;146;1036;890;-18
16033;309;19;163;491;328;-290
16034;1925;1234;1060;4219;3159;-691
16035;313;81;93;487;394;-232
16036;144;90;197;431;234;-54
16037;3379;1400;1369;6148;4779;-1979
16038;2880;2684;1467;7031;5564;-196
16039;858;878;1389;3125;1736;20
16040;2267;1191;1212;4670;3458;-1076
16041;33;5;9;47;38;-28
16042;2399;1149;963;4511;3548;-1250
16043;1921;2969;1371;6261;4890;1048
16044;1440;1076;1283;3799;2516;-364
16046;2867;1937;1501;6305;4804;-930
16047;1710;719;588;3017;2429;-991
16048;221;65;109;395;286;-156
16049;1549;739;788;3076;2288;-810
16050;524;56;150;730;580;-468
16051;2907;1826;1241;5974;4733;-1081
16052;1277;454;478;2209;1731;-823
16053;4602;3905;4120;12627;8507;-697
16055;1819;1030;847;3696;2849;-789
16056;72;44;65;181;116;-28
16057;1688;1539;877;4104;3227;-149
16058;1190;1092;993;3275;2282;-98
16059;1589;558;661;2808;2147;-1031
16060;1044;1384;708;3136;2428;340
16061;41;4;8;53;45;-37
16062;2906;2516;2474;7896;5422;-390
16063;1142;568;507;2217;1710;-574
16064;739;276;970;1985;1015;-463
16065;596;106;90;792;702;-490
16066;1130;421;380;1931;1551;-709
16067;602;795;307;1704;1397;193
16068;1092;276;359;1727;1368;-816
16069;1360;1605;695;3660;2965;245
16070;1441;1101;805;3347;2542;-340
16071;623;310;224;1157;933;-313
16072;1281;1105;564;2950;2386;-176
16073;1847;1572;1401;4820;3419;-275
16074;2206;2082;1404;5692;4288;-124
16075;2117;2025;1218;5360;4142;-92
16076;1581;802;1247;3630;2383;-779
16077;1818;3398;2541;7757;5216;1580
16078;258;146;282;686;404;-112
16079;3694;1579;2421;7694;5273;-2115
16080;680;718;219;1617;1398;38
16081;1623;1300;893;3816;2923;-323
16082;361;46;143;550;407;-315
16083;746;842;338;1926;1588;96
16084;1321;1235;672;3228;2556;-86
16085;179;9;87;275;188;-170
16086;2824;2349;1944;7117;5173;-475
16087;1350;844;869;3063;2194;-506
16088;1335;788;618;2741;2123;-547
16089;2964;6545;1394;10903;9509;3581
16090;87;11;16;114;98;-76
16091;7626;9253;5452;22331;16879;1627
16092;327;45;132;504;372;-282
16093;1019;1092;716;2827;2111;73
16094;719;382;274;1375;1101;-337
16096;2925;1002;1528;5455;3927;-1923
16097;587;217;115;919;804;-370
16098;1246;1898;594;3738;3144;652
16099;434;42;110;586;476;-392
16100;1250;925;415;2590;2175;-325
16101;1249;437;939;2625;1686;-812
16102;258;20;50;328;278;-238
16103;40;30;55;125;70;-10
16104;1052;307;683;2042;1359;-745
16105;1265;694;574;2533;1959;-571
16106;69;22;30;121;91;-47
16107;347;55;118;520;402;-292
16108;1714;1339;1187;4240;3053;-375
16109;640;96;191;927;736;-544
16110;307;89;112;508;396;-218
16111;1637;1872;966;4475;3509;235
16112;128;75;61;264;203;-53
16113;1927;1362;1307;4596;3289;-565
16114;1903;1170;881;3954;3073;-733
16115;2907;2629;982;6518;5536;-278
16116;566;127;198;891;693;-439
16117;2204;4516;1618;8338;6720;2312
16118;306;272;287;865;578;-34
16119;386;168;86;640;554;-218
16120;2102;3667;1934;7703;5769;1565
16121;58;26;17;101;84;-32
16122;297;468;59;824;765;171
16123;1819;2164;672;4655;3983;345
16124;1326;975;940;3241;2301;-351
16125;191;238;104;533;429;47
16126;1568;958;620;3146;2526;-610
16127;248;61;130;439;309;-187
16128;1157;4370;1321;6848;5527;3213
16129;934;1055;653;2642;1989;121
16130;458;181;38;677;639;-277
16131;1611;1038;636;3285;2649;-573
16132;2642;2242;1054;5938;4884;-400
16133;3186;2196;2313;7695;5382;-990
16134;55;13;17;85;68;-42
16135;1117;307;490;1914;1424;-810
16136;94;41;11;146;135;-53
16137;457;214;166;837;671;-243
16139;1329;648;515;2492;1977;-681
16140;994;366;463;1823;1360;-628
16141;919;1144;640;2703;2063;225
16142;1546;737;1037;3320;2283;-809
16143;3292;1739;999;6030;5031;-1553
16144;4003;3050;2220;9273;7053;-953
16145;144;237;100;481;381;93
16146;216;81;241;538;297;-135
16147;69;13;2;84;82;-56
16148;246;16;55;317;262;-230
16149;250;283;112;645;533;33
16150;692;5412;285;6389;6104;4720
16151;55;12;12;79;67;-43
16152;2053;1671;1013;4737;3724;-382
16153;4229;3191;2392;9812;7420;-1038
16154;728;570;381;1679;1298;-158
16155;1750;561;546;2857;2311;-1189
16156;1998;576;535;3109;2574;-1422
16157;1874;697;1373;3944;2571;-1177
16158;861;549;623;2033;1410;-312
16159;106;10;24;140;116;-96
16160;2405;2496;1046;5947;4901;91
16161;732;135;271;1138;867;-597
16162;581;233;182;996;814;-348
16163;466;453;152;1071;919;-13
16164;427;286;233;946;713;-141
16165;111;24;71;206;135;-87
16166;32;5;4;41;37;-27
16167;705;751;213;1669;1456;46
16168;547;853;336;1736;1400;306
16169;2804;742;889;4435;3546;-2062
16170;4403;3668;1678;9749;8071;-735
16171;1246;604;522;2372;1850;-642
16172;1751;1760;1026;4537;3511;9
16173;1749;425;832;3006;2174;-1324
16174;616;183;402;1201;799;-433
16175;465;30;132;627;495;-435
16176;1953;3101;826;5880;5054;1148
16177;498;156;378;1032;654;-342
16178;2368;1450;905;4723;3818;-918
16179;508;81;85;674;589;-427
16180;340;51;62;453;391;-289
16182;1355;1258;808;3421;2613;-97
16183;4775;4598;5075;14448;9373;-177
16184;122;15;53;190;137;-107
16185;276;29;118;423;305;-247
16186;256;30;98;384;286;-226
16187;1326;697;778;2801;2023;-629
16188;1521;859;1202;3582;2380;-662
16189;1984;2643;1292;5919;4627;659
16190;1230;2019;1207;4456;3249;789
16191;175;68;83;326;243;-107
16192;916;696;946;2558;1612;-220
16193;1994;2069;1401;5464;4063;75
16194;3955;1835;1716;7506;5790;-2120
16195;239;117;328;684;356;-122
16196;913;302;425;1640;1215;-611
16197;511;154;525;1190;665;-357
16198;9119;8299;4787;22205;17418;-820
16199;581;177;489;1247;758;-404
16200;557;241;270;1068;798;-316
16201;294;230;81;605;524;-64
16202;3659;719;1404;5782;4378;-2940
16203;1886;674;694;3254;2560;-1212
16204;1766;770;987;3523;2536;-996
16205;453;152;103;708;605;-301
16206;2128;841;1139;4108;2969;-1287
16207;5216;4088;2502;11806;9304;-1128
16208;502;67;100;669;569;-435
16209;1405;1337;785;3527;2742;-68
16210;136;32;132;300;168;-104
16211;666;284;429;1379;950;-382
16212;1383;1755;1164;4302;3138;372
16213;3349;1327;1383;6059;4676;-2022
16214;3443;1474;1091;6008;4917;-1969
16216;1061;665;319;2045;1726;-396
16217;378;135;174;687;513;-243
16218;2644;5285;2459;10388;7929;2641
16219;6746;13706;8518;28970;20452;6960
16220;4251;3025;1844;9120;7276;-1226
16221;649;57;135;841;706;-592
16222;2997;1978;2431;7406;4975;-1019
16223;206;67;275;548;273;-139
16224;1698;2404;540;4642;4102;706
16225;198;32;90;320;230;-166
16226;30;21;22;73;51;-9
16227;61;127;18;206;188;66
16228;163;5;34;202;168;-158
16229;77;11;35;123;88;-66
16230;34;22;32;88;56;-12
16232;2747;2454;1453;6654;5201;-293
16233;2752;1946;1710;6408;4698;-806
16234;1508;1142;984;3634;2650;-366
16235;413;367;217;997;780;-46
16236;558;197;93;848;755;-361
16237;181;29;106;316;210;-152
16238;1672;1165;907;3744;2837;-507
16239;2572;1106;1234;4912;3678;-1466
16240;2762;834;1109;4705;3596;-1928
16241;675;673;361;1709;1348;-2
16242;2455;1917;1854;6226;4372;-538
16243;242;266;517;1025;508;24
16244;1063;298;389;1750;1361;-765
16245;3287;1739;1495;6521;5026;-1548
16246;2284;2460;2574;7318;4744;176
16247;266;155;172;593;421;-111
16248;288;301;54;643;589;13
16249;102;3;12;117;105;-99
16250;943;1496;380;2819;2439;553
16251;924;310;228;1462;1234;-614
17001;482;249;385;1116;731;-233
17002;2176;3311;1671;7158;5487;1135
17003;500;453;474;1427;953;-47
17004;771;449;515;1735;1220;-322
17005;172;23;54;249;195;-149
17006;842;115;358;1315;957;-727
17007;1166;784;684;2634;1950;-382
17008;1253;844;619;2716;2097;-409
17009;3811;1553;3138;8502;5364;-2258
17010;763;200;1046;2009;963;-563
17011;886;366;412;1664;1252;-520
17012;423;149;168;740;572;-274
17013;855;633;517;2005;1488;-222
17014;3442;2460;3087;8989;5902;-982
17015;1008;471;418;1897;1479;-537
17016;474;319;340;1133;793;-155
17017;773;459;548;1780;1232;-314
17018;996;459;762;2217;1455;-537
17019;426;429;346;1201;855;3
17020;1448;566;1265;3279;2014;-882
17021;3164;1421;1967;6552;4585;-1743
17022;543;221;642;1406;764;-322
17023;3816;1361;1998;7175;5177;-2455
17024;621;151;427;1199;772;-470
17025;3028;1228;1102;5358;4256;-1800
17026;694;426;262;1382;1120;-268
17027;268;160;70;498;428;-108
17028;1056;3456;1327;5839;4512;2400
17029;20621;85634;77031;183286;106255;65013
17030;286;40;73;399;326;-246
17031;892;248;343;1483;1140;-644
17032;3341;2905;3695;9941;6246;-436
17033;1352;551;701;2604;1903;-801
17034;2149;1251;2501;5901;3400;-898
17035;758;553;462;1773;1311;-205
17036;109;32;41;182;141;-77
17037;1808;1155;648;3611;2963;-653
17038;2795;1789;2032;6616;4584;-1006
17039;3189;1603;3606;8398;4792;-1586
17040;2921;2424;1809;7154;5345;-497
17041;2184;688;1383;4255;2872;-1496
17042;4972;2140;1893;9005;7112;-2832
17043;3578;3088;2857;9523;6666;-490
17044;452;628;641;1721;1080;176
17045;2116;777;1327;4220;2893;-1339
17046;3670;2371;2225;8266;6041;-1299
17047;349;293;195;837;642;-56
17048;1957;1482;727;4166;3439;-475
17049;256;151;83;490;407;-105
17050;717;417;286;1420;1134;-300
17051;238;89;146;473;327;-149
17052;4349;6313;5360;16022;10662;1964
17053;515;370;363;1248;885;-145
17054;210;21;24;255;231;-189
17055;852;1059;611;2522;1911;207
17056;2768;1714;1771;6253;4482;-1054
17057;1911;962;718;3591;2873;-949
17058;523;65;510;1098;588;-458
17059;2390;1771;1859;6020;4161;-619
17060;1366;263;745;2374;1629;-1103
17061;5532;2508;2765;10805;8040;-3024
17062;2299;2027;1638;5964;4326;-272
17063;414;128;491;1033;542;-286
17064;591;1082;200;1873;1673;491
17065;3537;4907;4411;12855;8444;1370
17066;1840;1300;1276;4416;3140;-540
17067;5355;7887;8271;21513;13242;2532
17068;688;1546;1354;3588;2234;858
17069;2852;3290;1872;8014;6142;438
17070;1497;1736;1282;4515;3233;239
17071;699;190;375;1264;889;-509
17072;3024;3453;1654;8131;6477;429
17073;1245;706;1221;3172;1951;-539
17074;720;1048;569;2337;1768;328
17075;2783;4080;3487;10350;6863;1297
17076;537;381;769;1687;918;-156
17077;3419;2494;2855;8768;5913;-925
17078;4544;2488;5522;12554;7032;-2056
17079;792;445;370;1607;1237;-347
17080;1398;617;1222;3237;2015;-781
17081;5771;3891;3538;13200;9662;-1880
17082;501;731;512;1744;1232;230
17083;137;26;38;201;163;-111
17084;66;11; ;77 ;77;-55
17085;2420;3468;2353;8241;5888;1048
17086;1024;881;1224;3129;1905;-143
17087;184;172;83;439;356;-12
17088;3463;3033;4400;10896;6496;-430
17089;148;478;533;1159;626;330
17090;517;165;477;1159;682;-352
17091;1380;752;729;2861;2132;-628
17092;4494;5181;4313;13988;9675;687
17093;262;174;56;492;436;-88
17094;266;21;54;341;287;-245
17095;87;31;42;160;118;-56
17096;3730;2742;9096;15568;6472;-988
17097;520;1005;269;1794;1525;485
17098;32; ;13;32 13;32 ;-32
17099;1340;498;598;2436;1838;-842
17100;644;350;333;1327;994;-294
17101;762;352;815;1929;1114;-410
17102;1445;1094;1109;3648;2539;-351
17103;3074;4082;3891;11047;7156;1008
17104;1387;1085;1103;3575;2472;-302
17105;249;27;117;393;276;-222
17106;957;419;737;2113;1376;-538
17107;3934;2434;2663;9031;6368;-1500
17108;606;197;343;1146;803;-409
17109;897;398;377;1672;1295;-499
17110;173;18;52;243;191;-155
17111;492;66;355;913;558;-426
17112;1720;837;854;3411;2557;-883
17113;5528;6311;7987;19826;11839;783
17114;1845;1155;1191;4191;3000;-690
17115;296;177;157;630;473;-119
17116;1021;418;411;1850;1439;-603
17117;3513;1535;2565;7613;5048;-1978
17118;717;341;321;1379;1058;-376
17119;1419;892;773;3084;2311;-527
17120;1834;759;751;3344;2593;-1075
17121;399;1444;689;2532;1843;1045
17122;1535;344;827;2706;1879;-1191
17123;1109;902;683;2694;2011;-207
17124;406;61;129;596;467;-345
17125;2691;3850;3890;10431;6541;1159
17126;844;537;466;1847;1381;-307
17127;4666;2798;3266;10730;7464;-1868
17128;514;27;162;703;541;-487
17129;1434;921;709;3064;2355;-513
17130;1476;877;674;3027;2353;-599
17131;64;22;11;97;86;-42
17132;819;559;346;1724;1378;-260
17133;4826;5631;5632;16089;10457;805
17134;1666;1147;891;3704;2813;-519
17135;228;38;56;322;266;-190
17136;2734;2156;1379;6269;4890;-578
17137;752;607;753;2112;1359;-145
17138;1413;506;881;2800;1919;-907
17139;201;19;85;305;220;-182
17140;228;18;98;344;246;-210
17141;506;155;233;894;661;-351
17142;1504;1622;880;4006;3126;118
17143;2288;1935;1801;6024;4223;-353
17144;885;435;625;1945;1320;-450
17145;899;499;360;1758;1398;-400
17146;1341;527;758;2626;1868;-814
17147;2248;860;868;3976;3108;-1388
17148;178;465;590;1233;643;287
17149;1683;1332;1957;4972;3015;-351
17150;2017;714;1594;4325;2731;-1303
17151;1036;545;806;2387;1581;-491
17152;799;717;661;2177;1516;-82
17153;519;253;312;1084;772;-266
17154;125;46;44;215;171;-79
17155;2305;1306;1553;5164;3611;-999
17156;2279;1560;1705;5544;3839;-719
17157;360;50;133;543;410;-310
17158;1231;748;458;2437;1979;-483
17159;1543;677;1800;4020;2220;-866
17160;837;1625;957;3419;2462;788
17161;4324;3740;2758;10822;8064;-584
17162;1549;479;1007;3035;2028;-1070
17163;3251;3378;2039;8668;6629;127
17164;1515;1358;870;3743;2873;-157
17165;3517;4039;1876;9432;7556;522
17166;5218;5098;4485;14801;10316;-120
17167;1390;667;1328;3385;2057;-723
17168;1125;734;994;2853;1859;-391
17169;1007;583;769;2359;1590;-424
17170;2364;4654;2602;9620;7018;2290
17171;1037;650;615;2302;1687;-387
17172;935;419;484;1838;1354;-516
17173;1920;1937;762;4619;3857;17
17174;4260;3589;3398;11247;7849;-671
17175;286;22;56;364;308;-264
17176;443;429;298;1170;872;-14
17177;413;317;335;1065;730;-96
17178;1002;124;534;1660;1126;-878
17179;1817;1500;2237;5554;3317;-317
17180;674;386;228;1288;1060;-288
17181;353;351;198;902;704;-2
17182;733;134;247;1114;867;-599
17183;449;294;234;977;743;-155
17184;228;172;246;646;400;-56
17185;181;71;426;678;252;-110
17186;2414;2265;1422;6101;4679;-149
17187;1807;601;1869;4277;2408;-1206
17188;4267;2827;3351;10445;7094;-1440
17189;386;72;647;1105;458;-314
17190;1753;627;1073;3453;2380;-1126
17191;186;45;93;324;231;-141
17192;1294;310;732;2336;1604;-984
17193;520;81;241;842;601;-439
17194;47;21;19;87;68;-26
17195;1661;3902;2728;8291;5563;2241
17196;1374;490;702;2566;1864;-884
17197;1054;1412;1425;3891;2466;358
17198;358;167;384;909;525;-191
17199;3604;2033;2145;7782;5637;-1571
17200;546;149;241;936;695;-397
17201;1833;1344;1130;4307;3177;-489
17202;205;44;54;303;249;-161
17203;491;905;633;2029;1396;414
17204;2089;1931;2015;6035;4020;-158
17205;321;70;203;594;391;-251
17206;1490;763;896;3149;2253;-727
18001;403;29;53;485;432;-374
18002;96;65;12;173;161;-31
18003;206;82;52;340;288;-124
18004;1548;372;433;2353;1920;-1176
18005;507;620;231;1358;1127;113
18006;152;119;56;327;271;-33
18007;236;60;51;347;296;-176
18008;372;69;73;514;441;-303
18009;685;69;221;975;754;-616
18010;74;8;2;84;82;-66
18011;406;139;110;655;545;-267
18012;312;22;25;359;334;-290
18013;2003;964;1260;4227;2967;-1039
18014;1014;335;459;1808;1349;-679
18015;1428;160;297;1885;1588;-1268
18016;397;211;232;840;608;-186
18017;140;25;60;225;165;-115
18018;386;220;142;748;606;-166
18019;1374;235;305;1914;1609;-1139
18020;266;268;54;588;534;2
18021;82;12;62;156;94;-70
18022;255;51;95;401;306;-204
18023;1338;560;505;2403;1898;-778
18024;2438;2043;1837;6318;4481;-395
18025;44;30;7;81;74;-14
18026;379;184;81;644;563;-195
18027;470;302;287;1059;772;-168
18028;24;12;8;44;36;-12
18029;458;209;208;875;667;-249
18030;638;218;193;1049;856;-420
18031;210;200;24;434;410;-10
18032;354;142;87;583;496;-212
18033;834;725;342;1901;1559;-109
